"ANNEX 1: National sector emissions: Main pollutants, particulate matter, heavy metals and persistent organic pollutants","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38"
NA,NA,NA,NA,"NOx
(as NO2)","NMVOC","SOx 
(as SO2)","NH3","PM2.5","PM10","TSP","BC","CO","Pb","Cd","Hg","As","Cr","Cu","Ni","Se","Zn","PCDD/ PCDF
(dioxins/ furans)","benzo(a) pyrene","benzo(b) fluoranthene","benzo(k) fluoranthene","Indeno (1,2,3-cd) pyrene","Total 1-4","HCB","PCBs",NA,"Liquid Fuels","Solid Fuels","Gaseous Fuels","Biomass","Other Fuels","Other activity (specified)","Other Activity Units"
"NFR Aggregation for Gridding and LPS (GNFR)","NFR Code","Long name","Notes","kt","kt","kt","kt","kt","kt","kt","kt","kt","t","t","t","t","t","t","t","t","t","g I-TEQ","t","t","t","t","t","kg","kg",NA,"TJ NCV","TJ NCV","TJ NCV","TJ NCV","TJ NCV",NA,NA
"A_PublicPower","1A1a","Public electricity and heat production",NA,"292.49996011999201","3.0626323430350002","214.304886010921","9.6076961256000001E-2","5.9606029046120002","9.1200765958719998","11.977114036894999","0.17598784711400001","78.513542682172996","1.9662160113589999","0.121234130151","1.8130529104440001","0.91027762279199997","2.2343654944829998","2.0792221635120001","4.8501510177569997","9.1152034653390004","4.8904212789460004","2.0944217971380001","8.6333305715000003E-2","2.9443770397E-2","2.7802673560000001E-2","3.7237222137000002E-2","0.180816971809","8.6431078200629994","41.743337498998002",NA,"50272.238448568307","1129633.58377841","1119404.32089352","159550.32316797096","NO","NA","NA"
"B_Industry","1A1b","Petroleum refining",NA,"25.063670460741001","0.83445364874600003","71.97334367629","IE","0.79628921605699998","1.261746117093","1.649626867569","2.4196196374999999E-2","3.6990516863759999","0.93252634345100005","3.9703549109000001E-2","4.5972820604999999E-2","0.11074962695","0.17452530915100001","0.31729936613300003","8.5536126408960005","0.20081696389000001","2.7559886772970001","0.14130941078299999","2.635407919E-3","1.7552786929999999E-3","1.631897372E-3","1.631198159E-3","7.6537821429999995E-3","6.4478146869999999E-3","NA",NA,"230889.4545849975","NO","27587.271659707105","NO","NO","NA","NA"
"B_Industry","1A1c","Manufacture of solid fuels and other energy industries",NA,"66.541650456474002","2.905075482315","6.9457882348449997","IE","0.49910218609500001","0.55138503994499999","0.66609417899000001","0.25080472191999997","20.659658888089002","0.49663550048999999","1.29383334E-2","9.3405937999999997E-3","2.2909881999999999E-2","1.5762963599999999E-2","0.131319254","0.72921701800000005","6.8813020000000003E-2","0.13847393799999999","0.25748861412899998","2.0161758299999999E-4","8.4316906600000001E-4","3.87526316E-4","3.5126157000000001E-4","1.783574535E-3","9.2391966000000006E-5","5.2900000000000004E-3",NA,"19709.356802969953","16517.175300000003","250806.51801901459","NO","NO","NA","NA"
"B_Industry","1A2a","Stationary combustion in manufacturing industries and construction: Iron and steel",NA,"13.050980715932001","0.93262028450500001","17.559824694591999","NE","0.52264701871300001","0.71762271536300004","0.72894176731399996","0.17369624264","188.974077783485","0.20139297930700001","4.0765870294999999E-2","5.2652784483000002E-2","4.8234349604999997E-2","6.1059575946999997E-2","7.6594693919000006E-2","3.3052980937780001","2.1561979360000001E-2","0.300921478618","0.240959377832","6.8844676000000003E-5","1.4515274499999999E-4","9.2452815999999994E-5","8.9596686999999993E-5","3.9604692400000004E-4","2.6817781869999998E-3","6.9040000000000004E-2",NA,"5793.938199136207","80246.773897213396","27355.226892635117","IE","IE","NA","NA"
"B_Industry","1A2b","Stationary combustion in manufacturing industries and construction: Non-ferrous metals",NA,"9.6942380747090002","9.3778918816999998E-2","33.960623760251003","NE","0.50092904748699996","0.54223162810600001","0.57435585753600005","2.7113957784000001E-2","6.5682895357679998","0.85804313248899999","2.0129727916000002E-2","0.31542190548799998","0.11929692998700001","0.18091196182700001","5.4981873743799996","12.961999069161999","0.11199737175500001","1.7519212607279999","0.27562363667000001","1.4655011559999999E-3","1.734304356E-3","1.449736352E-3","1.2984960959999999E-3","5.9480379600000003E-3","0.25187035334300001","1.6047800000000001",NA,"56.373883177904204","38677.676500000001","9293.5729575243895","IE","IE","NA","NA"
"B_Industry","1A2c","Stationary combustion in manufacturing industries and construction: Chemicals",NA,"13.684313554526","0.69448157654200005","11.074352193502","6.9118569999999997E-6","0.86213507688199997","0.95648111922699997","0.999067910675","9.3892745479000006E-2","9.4431426981770006","0.73596166193300006","4.5077872126999999E-2","0.25951935735499998","0.148632107495","9.3211978484999999E-2","0.13508753974000001","3.2744371740139999","4.0776964970000003E-2","0.953419337619","0.65363675982400005","1.36503333E-4","2.42819522E-4","1.9314836400000001E-4","1.8650733200000001E-4","7.5897855100000007E-4","7.5929357009999997E-3","0.41049000000000002",NA,"65391.272047581871","10405.9215","134749.10448649951","5.7598807257532201","IE","NA","NA"
"B_Industry","1A2d","Stationary combustion in manufacturing industries and construction: Pulp, Paper and Print",NA,"4.1761529591700004","0.27363770269999999","3.4327665325469998","2.9189705709999998E-3","0.35412140706400003","0.37171544333099998","0.39076945907600003","3.6525690052000001E-2","3.0657480581300001","0.32135914718199998","3.5677367602999999E-2","9.9120489280000001E-2","4.9199906563000002E-2","7.3883373969999999E-2","4.5321854451000003E-2","0.16166986751699999","1.0988955434000001E-2","1.5601418649230001","0.68801179780599997","1.11221413E-4","1.6033449700000001E-4","9.5538462999999999E-5","8.0928086000000004E-5","4.4802245899999997E-4","2.731379965E-3","0.15573000000000001",NA,"304.45290438966197","4346.4242999999997","51064.604400744","2432.4755447744969","IE","NA","NA"
"B_Industry","1A2e","Stationary combustion in manufacturing industries and construction: Food processing, beverages and tobacco",NA,"4.3719306299409997","0.33691641911300002","2.7606415384980001","NE","0.26519485583899999","0.31053138856599999","0.31891126911399997","6.7160949866999997E-2","2.7375123061100002","0.217195539278","2.3860333748E-2","7.0550620379999998E-2","3.8351453909000001E-2","3.7479083317999998E-2","5.0670206528999999E-2","1.9044914424179999","1.8396669672000002E-2","0.24653089764300001","0.171962158319","5.3976727999999998E-5","1.0002781099999999E-4","7.4679925999999994E-5","7.3031654000000002E-5","3.0171611900000001E-4","1.801419132E-3","6.2549999999999994E-2",NA,"3750.6703651742951","1807.6949999999999","76070.9432914059","1.15627894134087E-4","IE","NA","NA"
"B_Industry","1A2f","Stationary combustion in manufacturing industries and construction: Non-metallic minerals",NA,"21.925118457777","0.77542582917799996","8.2493685332169999","0.55142885228799998","0.40559669312000002","0.79721637366800002","1.102885131459","1.5953450772E-2","27.473248666231001","1.7958637424549999","6.3769336583999997E-2","0.27149185917500002","6.0702769722999997E-2","0.97319496617300005","0.35717405387599999","0.82669428743200002","0.51289965590099995","2.6463320919169999","1.5306720565959999","1.0244222121000001E-2","6.4576460600000002E-4","6.24450686E-4","6.2331606700000001E-4","1.2137753480000001E-2","0.104235357007","1.162724842",NA,"2723.0563743289999","26678.747787127879","5795.10495476902","1022.80775610928","7685.0961011065001","NA","NA"
"I_Offroad","1A2gvii","Mobile combustion in manufacturing industries and construction (please specify in the IIR)",NA,"32.935200203577999","14.462642476406","2.070006808155","1.0632428148999999E-2","2.907113694894","2.907113694894","2.907113694894","1.763943705757","286.158723725561","0.403099050751","3.3248162928000001E-2","1.9814847646E-2","4.0463813368999998E-2","4.2693666286E-2","0.26117759637499999","1.8350174394230001","0.18035704331399999","0.282961844982","1.51667431601","2.3388541097999999E-2","8.8967599309000001E-2","9.9634133432999997E-2","1.6731946290999999E-2","0.22872222013099999","NA","NA",NA,"65118.027939861488","NA","NA","IE","NA","NA","NA"
"B_Industry","1A2gviii","Stationary combustion in manufacturing industries and construction: Other (please specify in the IIR)",NA,"41.223121990339003","4.912933299643","26.347247125648","1.9666860447999999E-2","2.1053570390499998","2.3411002809029999","2.417962752367","0.40175692273699998","23.620370853431002","8.4777892324290001","0.15240448321200001","0.44397113239300001","0.71444231252099999","0.58944560312899996","1.9870366432490001","19.187134380497","0.20512166787","113.472737062416","12.796803769488999","1.1797800712E-2","1.4761860757000001E-2","5.5548117309999999E-3","1.370091744E-3","3.3484564943999998E-2","1.2656629234999999E-2","1.4148652978239999",NA,"49116.609522978288","15739.642754460803","251112.81496980845","16640.891056658402","7278.2252470501344","11629.218342725","Non-energy use of lubricating oil in engines [TJ (net)]"
"H_Aviation","1A3ai(i)","International aviation LTO (civil)",NA,"10.809740938973","1.4523007493069999","0.79308695541899998","NA","0.15184237029799999","0.211238341449","0.24169635801700001","2.6704456734000001E-2","8.0740699245500007","0.62649377703499998","1.0394042653E-2","8.2870834999999995E-5","5.642331869E-3","0.19237032697799999","4.0645422283350001","5.6967676050999998E-2","0.121512657479","1.229657623879","NA","2.3078926700000001E-4","NA","NA","NA","2.3078926700000001E-4","NA","NA",NA,"36354.784486783778","NA","NA","NA","NA","163.89117207999999","Non-energy use of lubricating oil in engines [TJ (net)]"
"H_Aviation","1A3aii(i)","Domestic aviation LTO (civil)",NA,"2.1132321232520002","1.0387646424750001","0.201282798752","NE","4.0719468102E-2","5.222826454E-2","5.6260728592000001E-2","6.3946266139999998E-3","25.918080416845999","19.286091693540001","2.5462148339999999E-3","2.1277251E-5","1.1759172730000001E-3","4.1040768143999998E-2","0.862100978666","1.3198389635E-2","2.7390963822E-2","0.216545567794","NA","3.4462241999999998E-5","NA","NA","NA","3.4462241999999998E-5","NA","NA",NA,"9362.6868036293508","NA","NA","NA","NA","NA","NA"
"F_RoadTransport","1A3bi","Road transport: Passenger cars",NA,"253.80829030874168","101.61830202349825","0.852148628056","13.294060095527943","5.9577477573313988","5.9577477573314077","5.9577477573313988","4.6334125135397715","979.34966741608821","0.59461963181699995","3.5466959829999999E-3","0.18056528467800001","5.5303160500000002E-3","0.169966288322","0.118280449397","3.7632922678000003E-2","3.9672401339999998E-3","0.66721094658400004","12.121918890514035","1.2327997410195826E-4","1.3194168525007316E-4","7.444753234573813E-5","1.5064813503561087E-4","4.8031732673338044E-4","NA","2.419439640096179E-3",NA,"948142.63723412727","NA","NA","IE","NA","13723.240170667101","Non-energy use of lubricating oil in engines [TJ (net)]"
"F_RoadTransport","1A3bii","Road transport: Light duty vehicles",NA,"69.684147183125518","9.4029342886677636","7.7273420312000005E-2","0.26391644939200271","3.9275095542594674","3.9275095542594638","3.9275095542594674","3.2033278557680616","61.651619651935611","1.5737159556E-2","2.8728036200000002E-4","2.5997106365000001E-2","5.3892382800000002E-4","3.8966241323E-2","2.6228409283999998E-2","1.6836748909999999E-3","5.03286932E-4","8.9522540861999997E-2","3.9865386029684409","4.0731345095538693E-5","4.026663045015835E-5","1.5693263580748245E-5","4.3139328912243871E-5","1.3983056803868913E-4","NA","7.9000915686943806E-4",NA,"184161.42443957221","NA","NA","33724.40630826533","NA","NA","NA"
"F_RoadTransport","1A3biii","Road transport: Heavy duty vehicles and buses",NA,"220.95054993053458","7.2638225780756533","0.106972581303","0.11188073577016402","4.0296220398456581","4.0296220398456564","4.0296220398456581","2.6993000271267227","48.949066238067182","3.820449332E-3","3.8204493300000002E-4","4.0496762922000003E-2","7.6408986600000003E-4","6.4947638648000003E-2","4.3553122388E-2","1.5281797330000001E-3","7.6408986600000003E-4","0.13753617596100001","2.1905850968043969","2.1192717598715452E-5","1.283336787922213E-4","1.4340405575130784E-4","3.1675993133265043E-5","3.2460644527550962E-4","NA","4.297717948862495E-4",NA,"327793.36530321179","NA","NA","IE","NA","NA","NA"
"F_RoadTransport","1A3biv","Road transport: Mopeds & motorcycles",NA,"1.0781216778316607","5.0044548792696739","1.1367832806000001E-2","1.0743396965501702E-2","8.2397128029593703E-2","8.2397128029593716E-2","8.2397128029593703E-2","1.6477855570769574E-2","44.035272112078175","6.9594079159999997E-3","1.143696115E-3","1.5873812750000001E-3","5.4737285000000001E-5","5.811397062E-3","0.18972570228800001","8.1628004199999996E-3","1.1388399540000001E-3","0.115333273988","0.13452447365347395","6.4371659067224323E-5","1.1801470828991141E-4","4.02322869170151E-5","1.3813085174841904E-4","3.6074950602256987E-4","NA","2.6767810627785715E-5",NA,"8168.022090944557","NA","NA","IE","NA","9.9485229286080195","Non-energy use of lubricating oil in engines [TJ (net)]"
"F_RoadTransport","1A3bv","Road transport: Gasoline evaporation",NA,"NA","26.743384420538042","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"717421.17022751528","NA","NA","NA","NA","NA","NA"
"F_RoadTransport","1A3bvi","Road transport: Automobile tyre and brake wear",NA,"NA","NA","NA","NA","6.9985210137982028","13.585923224588871","17.232810174390679","1.493847174691","NA","51.279572590576002","0.22303170829899999","NA","0.58546328327599995","19.156011466963001","420.72491806908499","2.9322930082359999","0.33122988882299997","133.30624651495901","NA","6.077769965999514E-5","5.8324951888728382E-6","8.3998887186188624E-6","NA","7.5010083567486849E-5","NA","NA",NA,"NA","NA","NA","NA","NA","519657.53590955841","10^6 km"
"F_RoadTransport","1A3bvii","Road transport: Automobile road abrasion",NA,"NA","NA","NA","NA","2.7709604221929434","5.1314081892461934","10.262816378492383","0.10466071755","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","519657.53590955841","10^6 km"
"I_Offroad","1A3c","Railways",NA,"16.257463768114999","1.380619699051","1.329526397832","8.7354155510000007E-3","0.94044261474900004","1.02490762531","1.0941013231950001","0.59830989774300003","6.7541709155029999","0.28287050771400002","1.6489910050999999E-2","1.6898274072000001E-2","4.4003269765999997E-2","2.1526267952000001E-2","0.22720493724900001","0.89978795253499999","9.5523840063000007E-2","0.23923409637599999","0.71395987411499995","9.1223583000000005E-5","1.051382812E-3","4.9516173200000004E-4","3.6818788100000002E-4","2.0059560079999997E-3","3.33133475E-4","1.8800000000000001E-2",NA,"25749.25414069699","537.31205711600001","NA","IE","NA","NA","NA"
"G_Shipping","1A3di(ii)","International inland waterways",NA,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO","NO","NO","NO","NO","NO","NO"
"G_Shipping","1A3dii","National navigation (shipping)",NA,"121.31299313222","8.6502123879280006","46.095177757594001","2.0481344822000001E-2","4.8124183280950001","5.0506273143679996","5.0506273143679996","1.204326483","33.273591446786","0.29845227573599997","2.747487232E-2","5.2260425284000003E-2","0.53909627975300001","0.581134728401","1.9679853409850001","24.303992213512998","0.27711359423600002","2.321049598348","0.50033684703100001","1.0326977443999999E-2","5.0715391967999998E-2","5.2104133828999998E-2","7.8973355919999995E-3","0.12104383883299999","0.19708827397199999","0.45620326490699997",NA,"90004.153820324413","NO","NA","NO","NO","614.59189530000003","Non-energy use of lubricating oil in engines [TJ (net)]"
"I_Offroad","1A3ei","Pipeline transport",NA,"IE","IE","IE","NA","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","NA","NA","NA","NA","NA","NA","NA","NA",NA,"IE","NA","IE","NA","NA","NA","NA"
"I_Offroad","1A3eii","Other (please specify in the IIR)",NA,"13.112836929022","1.7270554885580001","0.80383904540600004","3.8977188550000002E-3","1.0554629942410001","1.0554629942410001","1.0554629942410001","0.65514955772700001","8.6913504641439996","0.15746822711700001","1.2968209227E-2","6.8711491740000002E-3","1.5776966675999999E-2","1.5079124054E-2","0.10157777113700001","0.71660871762300005","7.0435411256999994E-2","0.107239615393","0.49254843468499998","5.0225699E-3","2.0500146313000001E-2","2.3640356439000001E-2","3.786259903E-3","5.2949332554999999E-2","NA","NA",NA,"20967.198362743649","NA","NA","NA","NA","NA","NA"
"C_OtherStationaryComb","1A4ai","Commercial/Institutional: Stationary",NA,"45.794884463594002","4.3472263600670003","6.7683826279419996","2.1000279999999999E-4","1.4669727584800001","1.6647787134800001","1.686354891725","0.55715069022200003","14.585902098948001","1.4384762094579999","6.5361867941999996E-2","0.112805702966","0.28217067234100002","0.103827250003","0.98885800365599996","4.2294750376439998","0.243067099092","1.1805100219989999","0.67871124344400002","3.76929617E-4","1.8849107449999999E-3","7.8458103799999997E-4","6.8642365200000002E-4","3.7328450520000001E-3","1.3801625263E-2","0.15723300000000001",NA,"50800.396294810787","4378.8162117187585","384348.16385370761","175.002333539906","NO","NA","NA"
"I_Offroad","1A4aii","Commercial/Institutional: Mobile",NA,"6.0327590012119998","0.97306232679299998","0.27029639818200002","1.869952379E-3","0.39473485597699998","0.39473485597699998","0.39473485597699998","0.244088243092","3.159042133032","5.0383490577999998E-2","4.163958255E-3","2.8359226880000001E-3","5.0699743149999997E-3","5.2863008450000004E-3","3.2830501722999998E-2","0.22945444434500001","2.2551148388E-2","3.6730202151000001E-2","0.15922574092200001","1.9769306719999999E-3","6.6879949619999997E-3","8.0187635889999997E-3","1.2058404470000001E-3","1.7889529669999998E-2","NA","NA",NA,"9843.4271270493591","NA","NA","NA","NA","NA","NA"
"C_OtherStationaryComb","1A4bi","Residential: Stationary",NA,"42.070439952298997","18.441713413148999","43.345418824714997","0.20151111399400001","13.696022816677001","13.938996544248999","14.780406199151001","1.228827338061","227.96526394125399","4.1614776826710003","0.184578045537","0.295696925065","0.34379438773799997","1.036599173888","0.89705543637999996","36.608702592198","0.29884878543400001","13.278684748083","22.868660419642001","6.1108903683609999","8.0368481085599992","3.8695759925059998","3.2976531983470001","21.314967667773999","9.9067265616999994E-2","5.8898617285350001",NA,"120386.19869083216","29930.109619479852","1168476.7350621396","11265.594620069405","NO","NA","NA"
"I_Offroad","1A4bii","Residential: Household and gardening (mobile)",NA,"0.89015932419300003","7.7704921572029999","5.041236258E-3","4.8844457499999997E-4","1.9918020968000001E-2","1.9918020968000001E-2","1.9918020968000001E-2","9.3479855119999993E-3","68.236790757601995","3.8951820319999999E-3","2.0921807999999999E-5","9.4135239499999995E-4","3.1632742000000001E-5","1.9337758940000001E-3","5.1649617700000002E-4","2.3685033799999999E-4","2.1421868000000001E-5","3.5496100019999999E-3","0.112109940794","6.3192311109999998E-3","3.1318279140000002E-2","3.2165841612999999E-2","5.9500122149999998E-3","7.5753364078999991E-2","NA","NA",NA,"4997.1887480910209","NA","NA","IE","NA","NA","NA"
"C_OtherStationaryComb","1A4ci","Agriculture/Forestry/Fishing: Stationary",NA,"5.0900871026030003","0.39313820908500002","0.72949505181100005","9.0926828000000002E-5","0.40033444076399999","0.405826024768","0.409858683414","0.19387477705600001","1.9880621057879999","7.3085228791999995E-2","1.1412183383000001E-2","3.1531883459999998E-3","1.1318297600999999E-2","1.5202358504999999E-2","5.3211471437000002E-2","0.60877302771800001","5.0830995737999998E-2","9.5677176271999995E-2","0.170074462569","4.867203223E-3","8.1422736590000006E-3","2.5631303159999999E-3","2.0456583679999999E-3","1.7618265566000001E-2","3.3575582649999999E-3","1.5437227443000001E-2",NA,"14886.810294685018","133","4592.8398573578397","558.04431531733508","NO","NA","NA"
"I_Offroad","1A4cii","Agriculture/Forestry/Fishing: Off-road vehicles and other machinery",NA,"50.766044439612003","6.1442440004350001","2.729961165233","1.3126287534000001E-2","3.717732697337","3.717732697337","3.717732697337","2.4679657176540002","30.855310904941","0.53343923050300002","4.3931094403999997E-2","2.327669902E-2","5.3446038717000002E-2","5.1082027651999998E-2","0.34410476998","2.4275830743700002","0.238606938484","0.36328482870599998","1.668556652945","2.0921398479999999E-2","7.0780699150000001E-2","8.4930047034000006E-2","1.2744546993000001E-2","0.18937669165700002","NA","NA",NA,"71050.251556280287","NA","NA","IE","NA","122.91837906000001","Non-energy use of lubricating oil in engines [TJ (net)]"
"I_Offroad","1A4ciii","Agriculture/Forestry/Fishing: National fishing",NA,"15.020714286680001","0.481963104576","4.2313782020820003","2.0318085769999998E-3","0.41141711076800003","0.43425914161700002","0.43425914161700002","0.108978309637","0.622045315293","2.7647162228999999E-2","2.2785387219999998E-3","5.8486955880000004E-3","2.3917963558000001E-2","2.6689962569000001E-2","0.18792817015999999","0.968044305705","2.3032117364000002E-2","0.24381702929099999","3.4802336420000003E-2","4.0636171500000001E-4","2.0318085769999998E-3","2.0318085769999998E-3","2.03180858E-4","4.6731597269999998E-3","1.7734849486000001E-2","2.0846916282E-2",NA,"8609.7879202588192","NO","NA","NO","NO","NA","NA"
"C_OtherStationaryComb","1A5a","Other stationary (including military)",NA,"IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","NA","NA","NA","NA","NA","NA","NA","NA",NA,"IE","IE","IE","IE","IE","NA","NA"
"I_Offroad","1A5b","Other, Mobile (including military, land based and recreational boats)",NA,"25.287169673266","1.2991532459020001","5.9723126427329998","2.7098298789999999E-3","0.60351821422100005","0.62840088654299997","0.62840088654299997","0.16223524166299999","7.1992291548590002","1.7238610577769999","1.0324843588E-2","8.2056397740000002E-3","1.0877394585E-2","2.1164163103999999E-2","0.25559346322799997","0.29763553588800001","0.13568909433500001","0.33283202802299999","3.5227788427999999E-2","5.4196597600000005E-4","2.7098298789999999E-3","2.7098298789999999E-3","2.7098298800000002E-4","6.2326087219999994E-3","2.1678639033000002E-2","1.029735354E-2",NA,"44944.220123916035","NA","NA","IE","NA","NA","NA"
"D_Fugitive","1B1a","Fugitive emission from solid fuels: Coal mining and handling",NA,"NA","26.664180000000002","NA","NA","0.111792600055","0.80356086000000004","1.695142920186","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","19.981380000000001","Coal produced [Mt]"
"D_Fugitive","1B1b","Fugitive emission from solid fuels: Solid fuel transformation",NA,"0.22417367928900001","0.40283200018100002","10.290973256389","0.2083409","0.89967726283899996","1.0788727259490001","1.1242447663120001","0.44033462929099998","9.6555668473059999","2.428036255806","3.0743541018E-2","2.3876594867999999E-2","4.0425541018E-2","1.617943158616","0.2337127","0.91094325621200001","NA","2.3797162558060001","0.71159701946599996","0.117826813948","0.143617137348","7.1802997745E-2","5.0265574674000002E-2","0.383512523715","NA","6.187189",NA,"NA","1336.9536000000001","NA","NA","NA","179299.82910283899","Coal used for transformation [TJ (net)]"
"D_Fugitive","1B1c","Other fugitive emissions from solid fuels",NA,"IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","NA","IE","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","IE","IE"
"D_Fugitive","1B2ai","Fugitive emissions oil: Exploration, production, transport",NA,"0.11289","65.451344884147005","1.21933","NA","NA","NA","NA","NA","0.60538000000000003","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","71.788839999999993","Crude Oil produced [Mt]"
"D_Fugitive","1B2aiv","Fugitive emissions oil: Refining and storage",NA,"NA","29.728896715687","IE","4.0454999999999998E-2","NA","NA","NA","NA","NA","IE","IE","IE","NA","NA","NA","NA","NA","NA","IE","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","81.193870000000004","Crude Oil Refined [Mt]"
"D_Fugitive","1B2av","Distribution of oil products",NA,"NA","35.857301417927999","IE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","16.54156","Oil Consumed [Mt]"
"D_Fugitive","1B2b","Fugitive emissions from natural gas (exploration, production, processing, transmission, storage, distribution and other)",NA,"2.171E-2","40.410652904675999","1.7610000000000001E-2","NA","NA","NA","NA","NA","7.7189999999999995E-2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","339.32654018388286","Gas leaked [Mm3]"
"D_Fugitive","1B2c","Venting and flaring (oil, gas, combined oil and gas)",NA,"2.6158157691650001","23.897456829540999","0.46086605926500002","NA","0.97008563971299999","0.97008563971299999","0.97008563971299999","0.23282055353100001","9.215781501375","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","1413.3358842425889","Fuel flared [kt]"
"D_Fugitive","1B2d","Other fugitive emissions from energy production",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NE","NE"
