"ANNEX IV: Emission projections reporting template - with measures","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38"
"E_Solvents","2D3g","Chemical products",NA,"NA","17.475178078839001","NA","NA","4.5859040461999998E-2","0.13102582989100001","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"E_Solvents","2D3h","Printing",NA,"NA","6.4438709182520002","NA","NA","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"E_Solvents","2D3i","Other solvent use (please specify in the IIR)",NA,"NA","30.697849721349002","NA","NA","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"E_Solvents","2G","Other product use (please specify in the IIR)",NA,"5.3152434907000001E-2","0.134152021156","0.80660085592999997","0.115027042934","1.3998536056299999","2.0016681051599998","NE","3.3676592089999999E-3","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2H1","Pulp and paper industry",NA,"NO","1.2237406201429999","NO","NA","NO","NO","NE","NO","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2H2","Food and beverages industry",NA,"NA","118.845629499164","NA","0.60339188585699999","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2H3","Other industrial processes (please specify in the IIR)",NA,"NA","NA","NA","NA","0.39879218138799999","1.3293072712939999","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2I","Wood processing",NA,"NA","1.3767291858349999","NA","NA","0.81146800035300004","1.014335000442","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2J","Production of POPs",NA,"NO","NO","NO","NO","NO","NO","NE","NO","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2K","Consumption of POPs and heavy metals 
(e.g. electrical and scientific equipment)",NA,"NA","NA","NA","NA","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2L","Other production, consumption, storage, transportation or handling of bulk products (please specify in the IIR)",NA,"NO","NO","NO","NO","NO","NO","NE","NO","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"K_AgriLivestock","3B1a","Manure management - Dairy cattle",NA,"0.20365108828600001","27.088672885813001","NA","35.454260969785999","0.59473939200000003","0.91386784700000001","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"K_AgriLivestock","3B1b","Manure management - Non-dairy cattle",NA,"0.85413412128599997","26.186078417672999","NA","32.120545981856999","0.69210384400000002","1.0406190019999999","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"K_AgriLivestock","3B2","Manure management - Sheep",NA,"1.7503220143000001E-2","2.1558581318750001","NA","2.033731565714","2.4537745E-2","7.3613250000000005E-2","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"K_AgriLivestock","3B3","Manure management - Swine",NA,"0.160313026143","1.9068656543039999","NA","10.076158976785999","2.4174923000000001E-2","0.54419766000000003","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"K_AgriLivestock","3B4a","Manure management - Buffalo",NA,"NO","NO","NO","NO","NO","NO","NE","NO","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"K_AgriLivestock","3B4d","Manure management - Goats",NA,"5.6961800000000003E-4","9.000781268E-3","NA","1.3403679143000001E-2","1.8187999999999999E-4","5.45646E-4","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"K_AgriLivestock","3B4e","Manure management - Horses",NA,"2.1949550570999999E-2","0.38385699888899999","NA","0.47473142114299999","7.6722029999999998E-3","1.2056315999999999E-2","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"K_AgriLivestock","3B4f","Manure management - Mules and asses",NA,"IE","IE","NA","IE","IE","IE","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"K_AgriLivestock","3B4gi","Manure management - Laying hens",NA,"3.7333531000000003E-2","1.833726762018","NA","3.7517046177859998","9.7390562999999999E-2","1.2985407840000001","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"K_AgriLivestock","3B4gii","Manure management - Broilers",NA,"5.9367389713999998E-2","12.38265199282","NA","2.6032489105710002","0.248484027","2.484840309","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"K_AgriLivestock","3B4giii","Manure management - Turkeys",NA,"1.1585083571E-2","0.59591603070800003","NA","1.8333075897860001","7.6332503999999995E-2","0.41982877699999999","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"K_AgriLivestock","3B4giv","Manure management - Other poultry",NA,"4.0724549143E-2","0.93463143838999996","NA","2.7681986586430001","0.21116460400000001","1.9885083160000001","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"K_AgriLivestock","3B4h","Manure management - Other animals (please specify in the IIR)",NA,"2.1953105710000001E-3","2.7978565140000002E-3","NA","5.6774957070999998E-2","1.5259029999999999E-3","2.397845E-3","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"L_AgriOther","3Da1","Inorganic N-fertilizers (includes also urea application)",NA,"9.122122325286","NA","NA","35.746371776714","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"L_AgriOther","3Da2a","Animal manure applied to soils",NA,"4.135391729857","47.052379751813","NA","55.773912350713999","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"L_AgriOther","3Da2b","Sewage sludge applied to soils",NA,"0.96015280199999997","NA","NA","4.6736512430710002","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"L_AgriOther","3Da2c","Other organic fertilisers applied to soils 
(including compost)",NA,"1.274372411286","NA","NA","18.186639603928999","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"L_AgriOther","3Da3","Urine and dung deposited by grazing animals",NA,"2.6933255234289999","1.1430554291749999","NA","17.922440859000002","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"L_AgriOther","3Da4","Crop residues applied to soils",NA,"4.6943122852860002","NA","NA","NA","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"L_AgriOther","3Db","Indirect emissions from managed soils",NA,"NA","NA","NA","NA","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"L_AgriOther","3Dc","Farm-level agricultural operations including storage, handling and transport of agricultural products",NA,"NA","NA","NA","NA","0.74661173199999997","6.9188241120000002","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"L_AgriOther","3Dd","Off-farm storage, handling and transport of bulk agricultural products",NA,"NA","NA","NA","NA","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"L_AgriOther","3De","Cultivated crops",NA,"NA","8.3377206180049992","NA","NA","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"L_AgriOther","3Df","Use of pesticides",NA,"NA","NA","NA","NA","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"L_AgriOther","3F","Field burning of agricultural residues",NA,"NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"L_AgriOther","3I","Agriculture other (please specify in the IIR)",NA,"NA","NA","NA","NA","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"J_Waste","5A","Biological treatment of waste - Solid waste disposal on land",NA,"NA","1.5785598921640001","NA","0.158251651223","1.3873399620000001E-3","9.2068924759999993E-3","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"J_Waste","5B1","Biological treatment of waste - Composting",NA,"NA","NA","NA","4.0127412263349997","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"J_Waste","5B2","Biological treatment of waste - Anaerobic digestion at biogas facilities",NA,"NA","NA","NA","1.398951110854","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"J_Waste","5C1a","Municipal waste incineration",NA,"NO","NO","NO","NO","NO","NO","NE","NO","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"J_Waste","5C1bi","Industrial waste incineration",NA,"IE","IE","IE","IE","IE","IE","NE","IE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"J_Waste","5C1bii","Hazardous waste incineration",NA,"0.46256752918799998","1.0205632705E-2","2.3459813042E-2","1.4666472739999999E-3","3.003562419E-3","5.2562342369999997E-3","NE","1.0512468500000001E-4","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"J_Waste","5C1biii","Clinical waste incineration",NA,"0.14726212500700001","5.7268604169000002E-2","8.9993520837999996E-2","NA","7.900729875E-3","1.3826277292E-2","NE","2.76525546E-4","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"J_Waste","5C1biv","Sewage sludge incineration",NA,"0.132087097446","6.7948439999999999E-2","0.18119584","1.61782E-2","2.2741926839999999E-2","3.9798371999999999E-2","NE","7.9596743900000005E-4","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"J_Waste","5C1bv","Cremation",NA,"0.683932399834","2.0069165105429998","0.22512043779599999","NA","0.28396080519700001","0.32846176275700001","NE","9.9386281819999998E-3","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"J_Waste","5C1bvi","Other waste incineration (please specify in the IIR)",NA,"NA","NA","NA","NA","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"J_Waste","5C2","Open burning of waste",NA,"0.25514882403299999","3.8782203211990001","NA","NA","3.9527954976080002","4.2546796415069998","NE","1.660174108996","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"J_Waste","5D1","Domestic wastewater handling",NA,"NA","4.3312204253000003E-2","NA","1.5050825158300001","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"J_Waste","5D2","Industrial wastewater handling",NA,"NA","0.47178148546499998","NA","NA","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"J_Waste","5D3","Other wastewater handling",NA,"NA","NA","NA","NA","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"J_Waste","5E","Other waste (please specify in the IIR)",NA,"0.11490649181900001","0.56627829369799998","NA","NA","1.818443934532","1.9573227079810001","NE","0.763746452503","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"M_Other","6A","Other (included in national total for entire territory) (please specify in the IIR)",NA,"0.34580493099999998","1.5264312753010001","NA","16.647779275441","2.7327990999999999E-2","4.2943987000000003E-2","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
NA,"NATIONAL TOTAL","National total (based on fuel sold)","(a)","575.22934981218316","752.02516624620239","106.641093699424","256.42846371851903","62.860322468837985","125.06080618518304","0","10.9515799364","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","NA","NA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"1A3bi(fu)","Road transport: Passenger cars (fuel used)","(b)","86.970772991353996","10.291987099615","0.21841561824899999","3.572971845089","0.60024089788900004","0.60024089788900004","NE","0.34982143147700001","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
NA,"1A3bii(fu)","Road transport: Light duty vehicles (fuel used)","(b)","52.121515172473998","0.55122702490800002","9.2635911865000004E-2","0.57785704532399995","0.27829481603900003","0.27829481603900003","NE","0.19821116336899999","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
NA,"1A3biii(fu)","Road transport: Heavy duty vehicles and buses (fuel used)","(b)","17.801314809882999","0.93061067662499997","0.106961269197","0.29023856677299997","0.202930224549","0.202930224549","NE","9.1711836860000007E-2","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
NA,"1A3biv(fu)","Road transport: Mopeds & motorcycles (fuel used)","(b)","0.18151993711200001","0.46490971194800002","2.755802747E-3","9.0591287579999992E-3","1.1274785484999999E-2","1.1274785484999999E-2","NE","2.7593106290000002E-3","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
NA,"1A3bv(fu)","Road transport: Gasoline evaporation (fuel used)","(b)","NA","14.322246479402001","NA","NA","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
NA,"1A3bvi(fu)","Road transport: Automobile tyre and brake wear (fuel used)","(b)","NA","NA","NA","NA","7.2332212792509996","13.836841822490999","NE","1.6614622455900001","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
NA,"1A3bvii(fu)","Road transport: Automobile road abrasion (fuel used)","(b)","NA","NA","NA","NA","2.9384295377349998","5.4415361809910001","NE","0.115360567037","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"ADJUSTMENTS AND FLEXIBILITIES","Sum of approved adjustments from Annex VII and other flexibilities (negative value) (CLRTAP)","(c)",NA,NA,NA,"-14.466401413000005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"COMPLIANCE TOTAL (CLRTAP)","National total for compliance calculations and checks (CLRTAP)","(d)","575.22934981218316","752.02516624620239","106.641093699424","241.96206230551903","62.860322468837985","125.06080618518304","0","10.9515799364","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","NA","NA"
NA,"ADJUSTMENTS AND FLEXIBILITIES","Sum of approved adjustments from Annex VII and other flexibilities (negative value) (NECD)","(c)",NA,NA,NA,"-14.466401413000005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"COMPLIANCE TOTAL (NECD)","National total for compliance calculations and checks (NECD)","(e)","550.94034624661117","622.01195349693739","106.641093699424","241.96206230551903","62.860322468837985","125.06080618518304","0","10.9515799364","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",NA,"0","0","0","0","0","NA","NA"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Note (a): Sum of NFR categories (rows 14-140). The geographic area of the National Total corresponds to the geographical scope of EMEP, which is identical with the NECD territory, except for Portugal (EMEP domain includes emissions of Madeira and the Azores, but the NECD territory does not cover emissions of Madeira and the Azores). The geographical scope of EMEP means the area within which, co-ordinated by the centres of the EMEP, monitoring is carried out (see EMEP Protocol, Article 1/4).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Note (b): UNECE/EMEP reporting guidelines 2014, paragraph 23: The Parties Austria, Belgium, Ireland, Lithuania, Luxembourg, the Netherlands, Switzerland and the United Kingdom of Great Britain and Northern Ireland may choose to use the national emission total calculated on the basis of fuels used in the geographic area of the Party as a basis for compliance with their respective emission ceilings.
If one Party has chosen to report emission on the basis of fuel used for compliance, it shall report those information for all the related NFR categories available in the reporting template (row 143-149).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Note (c): Including the estimated future impact of approved flexibilities is optional. Report adjustments as a negative value.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Note (d): The 'National Total for Compliance (CLRTAP)' includes the ‘National Total (based on fuel sold)’ (row 141) corrected for i) approved adjustments to national totals (row 151) (by adding the negative adjustment values) and, if applicable, ii) national totals based on fuel used (rows 143-149) (by adding the emissions based on fuel used and subtracting the corresponding emissions based on fuel sold).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Note (e): The 'National Total for Compliance (NECD)' includes the ‘National Total (based on fuel sold)’ (row 141) corrected for i) approved adjustments and flexibilities to national totals (row 153) (by adding the negative adjustment values) and, if applicable, ii) national totals based on fuel used (rows 143-149) (by adding the emissions based on fuel used and subtracting the corresponding emissions based on fuel sold) as well as iii) the subtraction of sectors 3B + 3D for NOx and NMVOC (only from 2020 onwards and for the year 2005 as a basis for emission reduction commitment calculations), according to the NEC Directive, Article 4/3(d).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
