Gas,NFR/CRF Group,Source,Activity,Units,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Nitrogen oxides (NOx expressed as NO2),1A2e,"Food & drink, tobacco (combustion)",Coal,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.242804347,2.736813462,2.843442558,2.838200601,2.537091669,2.049653505,1.157261668,1.23197051,0.642655315,0.597977629,0.475996497,0.455448321,0.344818153,0.340490952,0.295501067,0.242122134,0.21483507,0.265171178,0.298596127,0.322222802,0.299158899,0.316073248,0.309871128,0.359287603,0.386670115,0.34765328,0.304277159,0.34435968,0.37559624,0.307062634,0.28207886,0.244128316
Nitrogen oxides (NOx expressed as NO2),1A2e,"Food & drink, tobacco (combustion)",Natural gas,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.756376518,3.577798401,3.767714811,3.406401203,3.882420543,4.607315418,5.136624736,5.043650733,5.153065252,5.461462335,5.819935314,5.786289119,5.653815024,5.581024038,5.583373447,4.953459207,4.413459415,4.056807175,4.007279996,3.42004211,3.650465392,3.757297883,3.846414416,4.110895961,3.952045496,3.44981124,3.656984211,3.748622916,3.911219937,3.950672045,3.686142189,3.914580973
Nitrogen oxides (NOx expressed as NO2),1A2e,"Food & drink, tobacco (combustion)",Biomass,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022602,0.016704908,0.049752466,0.047862132,0.24396389,0.30858208,0.273495121,0.277744963,0.224546354
Nitrogen oxides (NOx expressed as NO2),1A2e,"Food & drink, tobacco (combustion)",Biogas,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,5.98E-41,1.08E-37,1.93E-34,3.48E-31,6.26E-28,1.13E-24,2.02E-21,3.64E-18,5.70E-16,6.09E-14,6.88E-12,6.22E-10,4.69E-08,2.84E-06,9.11E-05,0.001097961,0.006544227,0.019309857,0.039905815,0.05501817,0.085840392,0.0907599,0.087346364,0.134734276,0.130015565,0.117766994
Nitrogen oxides (NOx expressed as NO2),1A2f,Lime production - non decarbonising,Coal,kilotonne,11.68829197,11.68829197,11.68829197,11.68829197,11.68829197,11.68829197,11.68829197,11.68829197,11.68829197,11.68829197,9.156219098,9.156219098,12.12631012,12.49405799,12.80090493,11.07459808,11.22685038,11.78667038,12.29730117,13.63243672,11.75526029,10.44749686,10.44749686,10.44749686,10.44749686,13.77914325,10.14912489,6.233403489,5.893493889,5.98595,5.563875556,4.215466015,3.481943927,3.795569143,3.794460525,4.619992876,3.913917529,3.663216,3.28714,2.081370746,4.461881666,5.943814715,7.141663636,6.624384197,4.507882555,7.03940634,3.501069215,5.129580447,5.721210289,3.483779796,4.241853562,1.712744714
Nitrogen oxides (NOx expressed as NO2),1A2f,Lime production - non decarbonising,Coke,kilotonne,0.009910569,0.009910569,0.009910569,0.009910569,0.009910569,0.009910569,0.009910569,0.009910569,0.009910569,0.009910569,0.00776361,0.00776361,0.010281967,0.010593783,0.01085396,0.009390215,0.00951931,0.009993985,0.010426951,0.01155902,0.009954263,0.009785819,0.009785819,0.009297914,0.010089341,0.009898794,0.009519338,0.009714617,0.011352356,0.011352356,0.011352356,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nitrogen oxides (NOx expressed as NO2),1A2f,Lime production - non decarbonising,Natural gas,kilotonne,1.270997241,1.270997241,1.270997241,1.270997241,1.270997241,1.270997241,1.270997241,1.270997241,1.270997241,1.270997241,0.995656957,0.995656957,1.318627799,1.358617091,1.391983953,1.204263518,1.220819595,1.281695014,1.337221546,1.4824056,1.276600836,1.13458,1.13458,1.13458,1.165433,0.503563,0.545817,0.801063,0.211117,0.274316,0.427191,0.572144,0.608037,0.594391316,0.554883632,0.557643947,0.356944263,0.522366579,0.596267895,0.224420211,0.216727526,0.217158842,0.217590158,0.218021474,0.218452789,0.218884105,0.219315421,0.219746737,0.220178053,0.220609368,0.221040684,0.221472
Nitrogen oxides (NOx expressed as NO2),1A2f,Cement - non-decarbonising,Clinker production,kilotonne,92.15120405,97.55578304,101.155039,109.9994133,99.38958118,94.26975346,86.957341,84.8843518,89.17840086,89.72512328,80.07775046,67.39492916,69.02940142,72.85076338,72.37807628,70.25383185,72.01928969,75.66410587,78.02754136,75.36796455,75.16863867,61.76254916,56.22128956,56.9274727,65.61238625,59.16938002,42.1676475,47.495195,50.9593912,42.66429395,39.28562198,32.49342696,31.389543,33.316502,34.57211,32.9715,29.06958882,26.9962898,17.83509994,10.22144734,10.92227161,11.63109676,10.77737723,11.3779,11.44249822,11.497831,11.0316296,9.87033504,11.137474,10.9734422,8.8587926,9.366331442
Nitrogen oxides (NOx expressed as NO2),1A2f,Mineral products (other): combustion,Biomass,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.008020877,0.009004988,0.010264361,0.011933259,0.014250226,0.017683702,0.023192688,0.033978081,0.014986354,0.038474399,0.046997396,0.041092856,0.096236879,0.158498445,0.227297504,0.187429308,0.226411758,0.184486174,0.141866776,0.2840823,0.387875572,0.357793186,0.359322909,0.46348673,0.656387795,0.855271026,0.75118406,0.761222609,0.625968002,1.00766922,0.904248605,0.968985994
Nitrogen oxides (NOx expressed as NO2),1A2f,Mineral products (other): combustion,Biogas,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitrogen oxides (NOx expressed as NO2),1A2gvii,Industrial off-road mobile machinery,DERV,kilotonne,11.30916879,11.19896983,11.43314263,12.49380767,12.34228409,11.48824211,11.69486517,11.92903797,11.99791233,11.97036258,10.93724729,10.26227863,10.24850375,10.46890168,10.85459806,11.15764522,11.30916879,11.84638875,12.7142056,13.22387581,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Nitrogen oxides (NOx expressed as NO2),1A2gvii,Industrial off-road mobile machinery,Gas oil,kilotonne,85.94094012,85.10351318,86.88304543,94.94327977,93.79181772,87.30175891,88.87193443,90.65146668,91.17485852,90.96550179,83.11462419,77.98538416,77.88070579,79.55555968,82.48655398,84.78947807,85.94094012,90.02339647,96.61813366,100.4912333,75.18161881,71.90682748,74.37883738,75.47379519,78.58135273,77.78001059,77.30359953,83.24096423,83.18782524,75.94976858,76.22621584,74.80399139,73.12289443,69.05596022,69.72221114,65.09712191,63.01577846,60.8364646,45.10853791,35.9328643,34.93820573,30.64147123,29.83950074,23.98679824,22.37196399,21.20003369,19.67921365,17.77061985,16.875811,14.09734319,11.44025,13.47212168
Nitrogen oxides (NOx expressed as NO2),1A2gvii,Industrial off-road mobile machinery,Petrol,kilotonne,0.840129341,0.831942941,0.849339042,0.928133146,0.916876845,0.853432242,0.868781743,0.886177844,0.891294344,0.889247744,0.81250024,0.762358538,0.761335238,0.777708038,0.80636044,0.828873041,0.840129341,0.880038043,0.944505947,0.982368049,0.822197324,0.864486574,0.908695732,0.93969665,0.974594732,1.003880682,1.029053166,2.056228808,2.397842309,1.734860551,2.268772907,1.917008257,1.625762562,1.605357502,1.706220944,2.176802644,2.342124184,3.124403432,1.404553183,1.213092635,1.288102666,1.371197624,1.41634562,1.235092124,1.307800047,1.298558049,1.215110364,1.478005696,1.565106194,1.401754683,1.348759355,1.37635062
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Other industrial combustion,Burning oil,kilotonne,9.14132142,9.56911725,9.56911725,9.14132142,7.99302735,7.18246683,6.754671,7.18246683,8.53340103,9.4565394,7.99302735,8.42082318,8.35327647,7.92548064,8.51088546,9.77175738,10.24458435,11.4829407,10.67238018,9.6816951,9.750650762,11.19176052,11.20483927,11.85153705,12.04840522,13.73451563,16.0327787,16.74728965,18.06336359,26.51830483,28.64304004,34.39375541,28.22776649,28.14853421,32.27574532,32.72750015,33.89049813,31.49851112,31.71739598,32.1267304,32.73386584,28.91046703,29.33118867,30.48208487,28.16852374,27.94106137,33.95594505,33.18978254,33.86158437,35.13017358,38.46944852,34.95157552
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Other industrial combustion,Coal,kilotonne,67.36333871,51.53230234,34.36853396,34.92456202,32.05817735,27.22282039,25.23971206,25.75950446,23.43242496,25.81888438,21.25330791,19.743218,20.08849751,20.22459346,15.32474594,21.9730776,24.72074616,15.9536336,19.55177952,18.22379792,6.33887808,6.455593202,8.206372533,3.689637908,2.641290426,3.9548726,1.223507634,1.666747041,1.206015583,1.927918242,2.152874534,1.497784967,1.546041066,1.718060848,1.494212914,1.920812505,2.003577415,1.275922081,2.324503328,2.930713991,4.127467481,3.638344625,4.517171168,6.650859335,6.16445577,4.628247923,4.205839692,3.426717228,3.121946289,2.377164943,2.143624636,2.217125059
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Other industrial combustion,Coke,kilotonne,0.149146539,0.149146539,0.588284386,1.237864786,0.954317786,1.624519786,0.593439786,1.320351186,1.078047386,1.356438986,1.208226233,2.136198233,1.0803035,0.73245754,0.735581889,0.308799489,0.149146539,0.149146539,0.372881893,0.193916295,0.219154778,0.147106633,0.388187752,0.531731507,0.147106633,0,0,0.107279267,0.28441021,0.262471122,0.094132095,0.094132095,0.141758972,0.086540797,0.09402692,0,0.06955199,0,0.062285382,0,0,0,0,0.047733849,0.051360982,0,0,0,0,0,0,0
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Other industrial combustion,Coke oven gas,kilotonne,0.161614091,0.154587391,0.252961186,0.323228182,0.35133498,0.463762174,0.435655375,0.449708774,0.428628676,0.498895672,0.484842272,0.302148083,0.295121383,0.295121383,0.070266996,0.154587391,0.259987885,0.252961186,0.23184792,0.13210776,0.12443544,0.1006992,0.095904,0.06377616,0.0623376,0.03788208,0.04987008,0.0527472,0.02781216,0.029940865,0.081708306,0.173602867,0.077492617,0.060895348,0.078284637,0.071259669,0.061340798,0.067785547,0.064349186,0.069791738,0.062220118,0.062634902,0.062150587,0.056398745,0.054197748,0.000333266,0.000333266,0.000333266,0.000333266,0.000333266,0.000333266,0.000333266
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Other industrial combustion,Colliery methane,kilotonne,0,0,0,0,0,0,0,0,0.051277723,0.064097153,0.243569183,0.320485767,0.346124628,0.397402351,0.179472029,0.294846905,0.358944059,0.358944059,0.320485767,0.269208044,0.2051406,0.1666494,0.1631502,0.0988524,0.0135594,0.0887922,0.08748,0.08748,0.078732,0.06561,0.052488,0.045927,0.039366,0.032805,0.028431,0.024057,0.0205578,0.017496,0.0148716,0.0126846,0.010935,0.0091854,0.0078732,0.006561,0.00557685,0.004741416,0.004028454,0.003424842,0.002913084,0.002475684,0.002103894,0.001788966
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Other industrial combustion,Fuel oil,kilotonne,195.1954977,188.9041042,183.5715557,181.3654642,162.1361003,138.0411832,140.3069403,140.3911445,138.665057,135.2501096,108.1843866,88.4640926,79.59717738,69.11234818,60.94072285,48.8752219,58.30583006,46.84063232,57.51223748,48.87041272,20.16977333,30.81269328,29.66942494,23.37589127,19.07188436,13.953209,11.86311029,5.307408888,4.370970354,1.432647632,1.10697995,4.092978011,0.896740051,1.25640336,3.476024954,6.892720724,3.714682895,4.131811584,2.474835035,1.657388215,1.841613954,1.031682285,0.935836577,0.616165344,1.415703345,1.396500825,1.702469324,2.145524155,1.700455737,0.708105394,0.5381919,1.058353007
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Other industrial combustion,Gas oil,kilotonne,61.95949377,67.72117706,82.09950133,82.45275758,66.92225999,61.94003407,59.07316142,61.341079,61.41667713,63.26475539,51.12369951,45.998001,41.26328873,35.47895057,32.05606305,32.25063364,29.38398347,24.95936285,23.11956984,22.11436237,19.31802963,21.57308151,19.42982512,19.76709477,18.23717283,17.01996002,18.09381294,14.7572598,19.93496952,19.39289341,22.23573976,16.1889337,3.133932445,6.277012713,1.764122223,4.644888476,2.863410046,1.754603751,0.911187208,0.776585501,1.015952827,0.694398179,0.779311426,1.0366456,1.039805736,1.147868163,1.110145171,1.290822879,1.399416935,1.111798298,0.88713804,1.371985064
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Other industrial combustion,LPG,kilotonne,1.574333033,1.858587608,3.243417591,4.07431558,4.023295528,3.673443743,3.833792478,3.731752374,3.476652114,3.75361811,3.104934592,2.922720121,2.886277227,2.908142963,2.368788128,2.237593709,2.171996499,2.638465546,2.476659095,2.382636428,1.854458831,2.165959208,1.826951885,1.97011509,2.202548741,2.336898345,2.682569582,2.430316711,2.293005314,2.309597043,2.177859258,2.195935166,1.910751211,2.840096333,2.588057158,2.673821743,2.844466699,2.853166239,2.184175911,2.157206862,2.11162439,2.349739033,1.486249662,0.875641589,1.873433343,2.523041917,1.806864775,1.834984105,1.926484078,2.716781693,2.513119367,2.710503213
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Other industrial combustion,Natural gas,kilotonne,3.636541277,18.62673418,31.82261482,43.68094782,50.94032297,50.06148094,57.2826715,58.29928419,59.6673376,60.96463489,60.24091619,56.47066061,63.79811866,60.63787512,65.62038748,53.65508611,50.94415481,53.19771403,47.36515285,50.77714811,28.18576728,30.07997285,23.17888969,18.88714025,18.37508871,15.66545242,18.65673888,21.86187018,24.12415236,24.89244009,28.82642015,27.6046276,24.93107008,24.41904558,23.14566118,24.07009108,23.75383509,21.79194388,19.22040855,15.12614309,16.09143126,16.98879681,15.66399855,15.90855401,14.71498724,15.50157287,15.99031586,16.81589003,17.5119178,17.76953628,16.67556567,19.43844079
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Other industrial combustion,OPG,kilotonne,0,0,0,0,0,0,0,0,0,0,0,0,0.014366203,0.014366203,0.186760641,0.158028234,0.201126844,0.22985925,0.208309945,0.175985988,0.172541952,0.223275168,0.205383744,0.172541952,0.294595776,0.327927744,0.34829629,0.251738902,0.238164264,0.255422544,0.277306043,0.281378997,0.248277616,0.259564531,0.261226766,0.245329005,0.228051829,0.168702487,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Other industrial combustion,Petroleum coke,kilotonne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47484585,1.515780583,1.567711232,2.312086498,2.4147093,2.09516673,2.077664892,2.063615365,2.059318247,1.828918091,1.513230421,1.516609027,1.629217831,1.917919676,1.442875143,1.465020509,1.023751847,0.924548126,1.889635451,0.852073136,1.618074873,1.707435991,1.613790287,0.619455194,0.53318229,0.699372215,0.948328463,0.948125449,0.891249355,0.894600854
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Other industrial combustion,SSF,kilotonne,0.49627126,0.397017008,0.347389882,0.347389882,0.545898386,0.397017008,0.347389882,0.397017008,0.49627126,0.446644134,0.24813563,0.297762756,0.446644134,0.397017008,0.143918665,0.451606847,0.49627126,0.357315307,0.104216965,0,0.317613606,0.104216965,0.104216965,0.163769516,0.342427169,0.312650894,0.263023768,0.335001343,0.23211019,0.157486908,0.182397162,0.246476145,0.162058413,0.107415775,0.083495685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Other industrial combustion,Town gas,kilotonne,4.054405669,2.10800988,2.684199247,2.10800988,1.328046224,0.590242766,0.17566749,0.077293696,0.042160198,0.049186897,0.035133498,0.035133498,0.021080099,0.014053399,0.014053399,0.0070267,0.0070267,0.0070267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Other industrial combustion,Wood,kilotonne,8.071184184,8.071184184,8.071184184,8.071184184,8.071184184,8.071184184,8.071184184,8.071184184,8.071184184,8.071184184,8.071184184,8.071184184,8.071184184,8.071184184,8.071184184,8.071184184,8.071184184,8.071184184,8.071184184,8.071184184,9.292035573,9.292035573,9.292035573,9.292035573,17.86347232,19.54761697,19.83883937,15.15173666,17.14797576,14.43317069,9.976386195,8.84031853,8.84031853,8.84031853,8.84031853,3.655287913,3.805386748,3.449645089,7.167601198,4.27589025,3.510380812,3.893726342,4.52511301,1.777247149,1.860077908,1.98589909,1.829715839,1.735296376,1.671973203,1.7248938,1.696082006,1.724251676
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Other industrial combustion,Lubricants,kilotonne,5.894965527,5.759506745,5.583912027,5.945135447,5.242756575,4.976856003,5.067161858,5.162484704,5.122348769,5.167501696,4.495224777,4.199222252,4.149052333,4.103899405,4.103899405,4.093865422,4.028644526,4.154069325,4.259426156,4.209256236,4.225756664,3.984578418,4.213173344,4.391506679,4.380601102,4.994142465,4.912229293,5.065751038,4.642056325,4.446489054,4.364604042,4.521369815,4.297285503,4.391754926,4.46357349,3.660055459,2.922312978,3.087659936,2.299326966,2.953080292,3.360468216,2.846849035,2.032196848,2.313833654,2.003579861,1.913498694,1.977456995,2.028175022,1.803227201,1.74954901,1.425443891,1.468145326
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Other industrial combustion,Biomass,kilotonne,0.24727993,0.24727993,0.24727993,0.24727993,0.24727993,0.24727993,0.24727993,0.24727993,0.24727993,0.24727993,0.24727993,0.24727993,0.24727993,0.24727993,0.24727993,0.24727993,0.24727993,0.24727993,0.24727993,0.24727993,0.220954308,0.21762812,0.213371579,0.207730882,0.199899784,0.188295009,0.168565589,0.132112127,0.058269301,0.14959452,0.182733272,0.159775491,0.374184132,0.616266899,0.883768466,0.728754644,0.880324546,0.717311279,0.551600376,1.10455848,1.508172588,1.391693632,1.400755805,1.802109345,2.552139044,3.325428347,3.263479785,4.672520088,4.507954451,4.556772144,6.307483822,6.98138393
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Autogenerators,Natural gas,kilotonne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018115358,1.967606627,2.076995522,0.884168842,0.667744872,0.707835418,0.669144145,0.989828858,0.974848212,3.248044196,3.650288356,4.256826889,5.508302159,5.836377689,6.644217873,5.190178318,5.807874415,5.384197683,5.388469082,5.572712323,4.694782821,4.368872001,3.57779295,2.776948665,3.229069951,2.989115605,3.0019533,3.075476694,2.845874124,2.446518833,2.567410433,2.925053634,3.029714627,2.135675781,2.096485289,2.531773686
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Autogenerators,Biogas,kilotonne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002911545,0.002911545,0.002911545,0.002911545,0.002911545,0.002911545,0.002911545,0.033432574,0.048994282,0.046383931,0.057929715,0.069475499,0.086442781,0.163247342,0.434422663,0.878583944,1.774737559,2.533948139,3.798261658,5.236665517,7.638389333,9.28722765,9.861605292,8.063274174,8.038074246,8.907823156
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Other industrial combustion,Biogas,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359425268,0.428599572,0.449181187,0,0,0
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Autogeneration - exported to grid,Natural gas,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.25249589,0.244031189,0.254663441,0.540814497,0.530114006,1.213815664,1.216762785,1.418942296,1.351415011,1.515085707,2.017937222,2.023494136,1.707025044,2.708070321,2.144908116,1.734799489,1.78206162,2.429827924,2.47029948,2.560686738,2.528626566,2.343078127,2.557784755,2.13984791,1.934544125,1.959808024,2.013384001,2.143751055,2.243321192,1.656005457,1.668540997,2.1763321
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Mechanical Engineering (combustion),Biomass,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Mechanical Engineering (combustion),Biogas,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Electrical engineering (combustion),Biomass,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Electrical engineering (combustion),Biogas,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Textiles and leather (combustion),Biomass,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Textiles and leather (combustion),Biogas,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Construction (combustion),Biomass,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitrogen oxides (NOx expressed as NO2),1A2gviii,Construction (combustion),Biogas,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nitrogen oxides (NOx expressed as NO2),1A3ai(i),Aircraft - international take off and landing,Aviation turbine fuel,kilotonne,1.889901895,2.238464866,2.459585967,2.689991299,2.257875986,2.379409068,2.510225244,2.65876427,2.946560282,3.081595596,3.097632467,2.937276594,2.919552499,2.997198446,3.218320422,3.320299208,3.733847538,3.887682136,4.283524298,4.561639402,4.547692517,4.583160327,5.172401435,5.732983182,5.76377303,6.145130404,6.42505491,6.881900532,7.701124276,8.503327954,9.46558004,9.341543003,9.296371395,9.67074544,10.60112887,11.40244577,11.54185059,11.52954936,10.62095353,9.951659804,9.686277558,9.897252968,9.798172771,9.826992683,9.898249734,10.06499201,10.20171621,10.98940592,11.1687629,11.19019057,4.558475416,4.188230953
Nitrogen oxides (NOx expressed as NO2),1A3ai(i),Aircraft - international take off and landing,Aviation spirit,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000524259,0.000410933,0.000752207,0.001229532,0.000900129,0.000557131,0.000395637,0.000632612,0.000813111,0.00087134,0.000438641,0.000227379,0.000527462,0.000366652,0.000189061,0.000128709,9.73E-05,0.000153801,0.000172533,0.000155397,6.23E-05,6.46E-05,6.81E-05,6.02E-05,5.48E-05,4.30E-05,4.59E-05,7.81E-06,2.53E-06,2.99E-06,-,4.27E-07
Nitrogen oxides (NOx expressed as NO2),1A3ai(i),Aircraft between UK and CDs - TOL,Aviation spirit,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.000281323,0.000269902,0.000282128,0.00037493,0.000220491,0.000190237,0.000248929,0.000286633,0.000334561,0.000243576,0.000165594,0.00015298,0.000222909,0.000269746,0.00036428,0.000420825,0.000452581,0.000227918,0.000228888,0.000157394,0.000108477,0.000109026,0.000117337,0.000128927,0.000134275,7.45E-05,0.000193534,2.00E-05,1.21E-05,2.47E-05,2.31E-07,-
Nitrogen oxides (NOx expressed as NO2),1A3ai(i),Aircraft between UK and CDs - TOL,Aviation turbine fuel,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.056656481,0.051408858,0.05240541,0.051829158,0.051504859,0.055653074,0.059872943,0.0690102,0.0824386,0.073545275,0.090785016,0.091880115,0.100415695,0.110686059,0.134346603,0.130287826,0.123663616,0.129667441,0.136235904,0.122779589,0.134015767,0.131599355,0.125382861,0.108284637,0.108896538,0.103852835,0.088046651,0.088712588,0.085590429,0.091533893,0.029359842,0.043138009
Nitrogen oxides (NOx expressed as NO2),1A3ai(i),Aircraft between UK and Gibraltar - TOL,Aviation turbine fuel,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.021011065,0.018001709,0.017513474,0.018984795,0.016868347,0.015811504,0.014339783,0.01408881,0.014914487,0.014939844,0.016770108,0.016937493,0.01910633,0.02288287,0.027611425,0.029115593,0.026348132,0.021512612,0.025409534,0.022792586,0.019929051,0.025029819,0.023157851,0.025412627,0.027290565,0.026613189,0.034378419,0.035173393,0.024168221,0.027439999,0.011453521,0.018660185
Nitrogen oxides (NOx expressed as NO2),1A3ai(i),Aircraft between UK and other OTs (excl Gib. and Bermuda) - TOL,Aviation turbine fuel,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.003467722,0.002105622,0.002794335,0.004826905,0.003171612,0.002856905,0.002078262,0.002122756,0.004254316,0.000435218,0.002134947,0.005141702,0.005078124,0.005036612,0.005171971,0.005241626,0.005080697,0.004964302,0.004878655,0.005068842,0.005319424,0.001392206,-,4.56E-05,3.92E-06,1.15E-05,3.24E-05,5.86E-05,-,3.19E-05,0.000773518,0.001050321
Nitrogen oxides (NOx expressed as NO2),1A3ai(i),Aircraft between UK and Bermuda - TOL,Aviation turbine fuel,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.010521252,0.007707881,0.004458966,0.006237132,0.00622656,0.007072493,0.008210223,0.006685663,0.007680605,0.007864524,0.010910116,0.008312579,0.012639019,0.011999715,0.014195703,0.016150055,0.020219071,0.021447498,0.020577667,0.021044917,0.016311538,0.015854531,0.015673686,0.01567975,0.015102864,0.01243654,0.015325006,0.015951578,0.015582751,0.015383858,0.006424178,0.005878057
Nitrogen oxides (NOx expressed as NO2),1A3ai(i),Aircraft between UK and Gibraltar - TOL,Aviation spirit,kilotonne,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.18E-05,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
