"ANNEX 1: National sector emissions: Main pollutants, particulate matter, heavy metals and persistent organic pollutants","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38"
NA,NA,NA,NA,"NOx
(as NO2)","NMVOC","SOx 
(as SO2)","NH3","PM2.5","PM10","TSP","BC","CO","Pb","Cd","Hg","As","Cr","Cu","Ni","Se","Zn","PCDD/ PCDF
(dioxins/ furans)","benzo(a) pyrene","benzo(b) fluoranthene","benzo(k) fluoranthene","Indeno (1,2,3-cd) pyrene","Total 1-4","HCB","PCBs",NA,"Liquid Fuels","Solid Fuels","Gaseous Fuels","Biomass","Other Fuels","Other activity (specified)","Other Activity Units"
"NFR Aggregation for Gridding and LPS (GNFR)","NFR Code","Long name","Notes","kt","kt","kt","kt","kt","kt","kt","kt","kt","t","t","t","t","t","t","t","t","t","g I-TEQ","t","t","t","t","t","kg","kg",NA,"TJ NCV","TJ NCV","TJ NCV","TJ NCV","TJ NCV",NA,NA
"A_PublicPower","1A1a","Public electricity and heat production",NA,"540.12279356686304","7.1305585015619997","1833.95803916976","2.4154000615999999E-2","22.444754313409","49.160668542975998","72.360170998439997","0.53160098408699996","106.30953410332999","160.83854987878399","2.3946181811240002","4.8526701332220004","12.450134660192999","36.597410315932002","28.620459801246","66.582525824845007","37.733863341716003","30.753258308385","148.830791455488","6.1372975183E-2","3.5077433770999998E-2","3.4795848683000001E-2","3.7450862655E-2","0.16869712029200001","4.3346736014560001","59.787083401094002",NA,"119199.27926023846","1482667.3950495","343399.83300445299","48140.556816531403","6375.9458227895502","NA","NA"
"B_Industry","1A1b","Petroleum refining",NA,"33.675046996224999","0.70210698726700005","116.02898485387701","IE","2.1777880798029998","3.5278135640619999","4.6528347998199999","0.123312989592","6.8611504057420003","0.62551834947499996","2.7331185785E-2","3.2076610321000003E-2","0.16096319341599999","0.35187450291599998","0.54856588357799996","13.841604943438","0.37949737466599998","3.501362456641","0.156010191007","4.2773167520000002E-3","2.8081490440000001E-3","2.6042958430000001E-3","2.6021869569999999E-3","1.2291948596E-2","2.257561152E-2","NA",NA,"270620.25854610477","NO","6281.8627890904299","NO","NO","NA","NA"
"B_Industry","1A1c","Manufacture of solid fuels and other energy industries",NA,"74.172833374879005","3.0656766460379998","6.302589403142","IE","0.76884400983699996","0.85442259730799996","1.0402318127029999","0.39753164728599999","22.078755198964","0.619532516995","2.1023669538999999E-2","2.1426106059999998E-2","5.4285786342999999E-2","2.7596327343E-2","0.283357235333","1.1757603497610001","0.11612138032700001","0.29986232299299997","0.389351901705","2.3808131400000001E-4","1.526593944E-3","7.7447340200000004E-4","6.2675052399999999E-4","3.1658991839999999E-3","3.654156E-4","2.1999999999999999E-2",NA,"33643.676559277752","18718.476000000002","214515.29802229849","NO","NO","NA","NA"
"B_Industry","1A2a","Stationary combustion in manufacturing industries and construction: Iron and steel",NA,"24.940234459119999","1.329915242037","34.276899704244997","NE","0.74122735207500001","0.96766967884400001","0.97886719176000003","0.27463412091799999","330.60623930688502","0.33075323090699998","8.3227747091999996E-2","7.5150867349000006E-2","7.6578454207999996E-2","0.11788021271599999","0.14752558984200001","6.8312543110829997","4.5147779842000003E-2","0.47647010035999998","0.434057954701","1.37916658E-4","2.68872602E-4","1.7038504600000001E-4","1.62842207E-4","7.4001651300000003E-4","3.8953873180000002E-3","1.4E-2",NA,"13490.722456691525","111948.88917867059","65996.931981815025","IE","IE","NA","NA"
"B_Industry","1A2b","Stationary combustion in manufacturing industries and construction: Non-ferrous metals",NA,"15.896589030818999","0.15916811328200001","52.356315340694998","NE","1.2751178236280001","1.375918645891","1.4543192855739999","8.1381302077000006E-2","10.340202832158999","0.931703995738","5.7148786516999998E-2","0.21818287367700001","0.14370226972399999","0.39192706118600001","0.89828723572799996","3.0264225241829998","0.72462212652699998","2.0909386202759999","1.5703042316419999","1.964925381E-3","5.6815263059999998E-3","4.1764391009999997E-3","3.376782001E-3","1.5199672789E-2","0.28679034862000002","2.0179999999999998",NA,"2945.8753929379536","48604.508210779997","14685.844771805298","IE","IE","NA","NA"
"B_Industry","1A2c","Stationary combustion in manufacturing industries and construction: Chemicals",NA,"33.958563961336999","1.514093430405","83.239399358461995","9.2971099999999995E-7","2.328011031041","2.6439914376120002","2.7526426111100002","0.41019473443999999","17.922791782560999","2.0833328594110001","0.37934707627600001","0.55553457503799997","0.50661455554199997","0.58496731329600005","0.76468553252500004","30.403575101607","0.21839870256900001","3.1624260652229998","1.878373501425","2.3737555499999999E-4","5.1195620499999998E-4","3.0684682799999999E-4","2.9007537600000001E-4","1.346253964E-3","2.7295002674E-2","1.0089999999999999",NA,"132775.69435862789","26560.13799037","151269.95105403487","0.77475950838710494","IE","NA","NA"
"B_Industry","1A2d","Stationary combustion in manufacturing industries and construction: Pulp, Paper and Print",NA,"13.081297295971","0.61892585424799995","32.596276017881003","3.9262969400000002E-4","1.648858903889","1.750578019899","1.839456454966","0.23495705","7.2151151147150001","1.171653293601","9.7952665034000005E-2","0.38690411200500002","0.27119294458400001","0.19421249152799999","0.27038408764999999","6.8906595689900003","7.0590887106999997E-2","1.880116221944","1.8819680115790001","5.5605860799999996E-4","5.3104723400000003E-4","3.7914801499999999E-4","3.2996440199999999E-4","1.7962182589999999E-3","1.5705211122999999E-2","0.79900000000000004",NA,"12234.170488764927","21483.705166240001","42208.398295243896","327.19141130406399","IE","NA","NA"
"B_Industry","1A2e","Stationary combustion in manufacturing industries and construction: Food processing, beverages and tobacco",NA,"11.596323441308","0.858650955662","45.313583544164999","NE","2.0330269435539998","2.4112918957080001","2.483347385688","0.57490930774799998","8.2160888398130005","1.150200444053","0.204130082032","0.303544953758","0.27912116134699999","0.31630688330399997","0.42548549974700001","16.284837993816002","0.125902706241","1.7429084285559999","1.092942548078","1.1251396800000001E-4","2.68339646E-4","1.2908624600000001E-4","1.16891208E-4","6.2683106799999995E-4","1.5379301055000001E-2","0.56899999999999995",NA,"32196.931651528688","15511.332023929999","66767.134506913004","IE","IE","NA","NA"
"B_Industry","1A2f","Stationary combustion in manufacturing industries and construction: Non-metallic minerals",NA,"77.251081972592004","1.824063906368","41.723583321454001","0.282983663823","1.6887442989020001","3.3480370251329998","4.4320545608869999","4.8796866946000002E-2","37.198382555523999","4.5624604596199996","0.159971802527","0.17767016047","1.59960916567","0.89119822121699999","1.3100279978589999","1.8467864729100001","0.26119976875099998","2.0536415104449999","7.8541439450080004","7.9729810718999997E-2","1.0346174119999999E-3","1.0096186080000001E-3","1.3086801970000001E-3","8.3082726936000009E-2","0.127332984506","1.6946188796420001",NA,"4475.3704896952304","43405.306128613796","5043.8572648400459","137.577507595719","1464.135216492557","NA","NA"
"I_Offroad","1A2gvii","Mobile combustion in manufacturing industries and construction (please specify in the IIR)",NA,"55.857250391824998","19.74781376919","4.4192860341289997","9.590018564E-3","7.7745752006249997","7.7745752006249997","7.7745752006249997","4.7926348629940003","283.92539401518599","0.37667423829800001","3.1062993968999999E-2","1.8271686249999999E-2","3.7802821553999999E-2","3.9445786641E-2","0.24393000445900001","1.7146598825799999","0.168528277906","0.26348618721900002","1.3891792212280001","4.0426323865000002E-2","0.15174531597800001","0.15169818766199999","2.4938161404E-2","0.36880798890900002","NA","NA",NA,"59709.879395495322","NA","NA","IE","NA","NA","NA"
"B_Industry","1A2gviii","Stationary combustion in manufacturing industries and construction: Other (please specify in the IIR)",NA,"84.287135508990005","3.5574297512989999","111.81303037687","3.8851683856999997E-2","5.5320990436609998","6.5012453475790002","6.6016208751959997","1.9428466616019999","40.548271671019002","14.514359747156","0.59718739142999999","0.51386587279100004","1.3411073071270001","1.3459397335500001","4.0412515159089999","60.617701671443001","0.62616482689200004","189.97398453236701","29.522331527849001","2.9791026094E-2","3.4401730078999999E-2","1.2792955126E-2","4.1828514760000003E-3","8.1168562774999994E-2","3.0144324467000001E-2","2.3298476841309999",NA,"168830.6970487801","20169.626092202372","164905.1090774269","32381.737197347458","10701.4898904559","17410.2538329483","Non-energy use of lubricating oil in engines [TJ (net)]"
"H_Aviation","1A3ai(i)","International aviation LTO (civil)",NA,"5.8428167253060002","2.5865762965769998","0.51512785425499996","NA","0.11027641514600001","0.14226172666699999","0.158687119712","1.8662735787E-2","7.7661481277100002","0.52788916321900003","6.2152050940000002E-3","5.0807153999999998E-5","3.0405369969999999E-3","0.10417063548699999","2.189264433435","3.2836610334000003E-2","7.4239951893000006E-2","0.66308946251099998","NA","1.2441096699999999E-4","NA","NA","NA","1.2441096699999999E-4","NA","NA",NA,"22299.579262775806","NA","NA","NA","NA","125.55471514145398","Non-energy use of lubricating oil in engines [TJ (net)]"
"H_Aviation","1A3aii(i)","Domestic aviation LTO (civil)",NA,"1.1589459278580001","1.7840106744390001","0.138869213081","NE","3.6692508535000001E-2","4.3725305192999997E-2","4.6277356311000002E-2","5.7013846740000002E-3","25.809641213460999","18.833135083073","1.6439414980000001E-3","1.3886921E-5","7.1525908699999997E-4","2.5015124856E-2","0.52353631975399995","8.3592937129999996E-3","1.6699339319999999E-2","0.133641571791","NA","2.1541461E-5","NA","NA","NA","2.1541461E-5","NA","NA",NA,"6120.4353188312298","NA","NA","NA","NA","NA","NA"
"F_RoadTransport","1A3bi","Road transport: Passenger cars",NA,"663.70492475268713","493.71190695524933","25.508566035615001","3.8438848216519523","6.802254731775327","6.8022547317753315","6.802254731775327","3.4527699449401199","3759.535480388914","1159.78733704911","4.2201429060000004E-3","0.191151924231","6.3908200220000001E-3","0.149722270066","0.10604405163199999","4.7622558480999999E-2","4.3413542309999999E-3","0.71995978789000004","97.053052456173077","2.4182518618549468E-4","3.8631768177497313E-4","1.7010247234207343E-4","4.2735781674755442E-4","1.2256031570500956E-3","NA","1.9503991091655039E-2",NA,"906154.93507282087","NA","NA","IE","NA","11428.6954598138","Non-energy use of lubricating oil in engines [TJ (net)]"
"F_RoadTransport","1A3bii","Road transport: Light duty vehicles",NA,"88.881664087349705","42.219039012557211","8.8444882313979996","7.6475034787231805E-2","7.2094036204156557","7.2094036204156557","7.2094036204156557","3.9781043467970409","457.19242177804961","101.420602925824","4.6630022800000001E-4","2.7025434514E-2","7.5338133899999996E-4","2.9627343282999999E-2","2.0361127536000001E-2","4.5534876720000001E-3","5.74162222E-4","9.7972626361000001E-2","7.4417750874663451","9.118949883060952E-5","1.1240020166095454E-4","8.6076002404537609E-5","9.5334642397027492E-5","3.8500034529312914E-4","NA","1.3263611572889007E-3",NA,"155785.29922086914","NA","NA","NA","NA","NA","NA"
"F_RoadTransport","1A3biii","Road transport: Heavy duty vehicles and buses",NA,"238.7822331317293","18.286859323553447","28.077600131373","7.4164575653177092E-2","9.7138324328647876","9.7138324328647823","9.7138324328647876","4.9795037012439458","58.695558976329195","4.1290588430000002E-3","4.1290588400000002E-4","4.3768023734000003E-2","8.2581176900000004E-4","7.0194000327999995E-2","4.7071270807999999E-2","1.6516235370000001E-3","8.2581176900000004E-4","0.14864611834300001","1.6108200266839894","4.5909066372672065E-5","2.7800490192340319E-4","3.1065134912174757E-4","7.1414103246378763E-5","7.0597942066420163E-4","NA","2.8388254401818294E-4",NA,"353992.51026099507","NA","NA","IE","NA","NA","NA"
"F_RoadTransport","1A3biv","Road transport: Mopeds & motorcycles",NA,"1.0441569034653044","9.1211954319115449","0.120780649166","7.1913069537834365E-3","0.14261211711534572","0.14261211711534602","0.14261211711534572","1.7618459972914304E-2","73.25331470706108","7.8754697711350001","1.4406864340000001E-3","1.2107595940000001E-3","4.1750330999999997E-5","6.8256111810000002E-3","0.241678785901","1.0200760949E-2","1.4344897109999999E-3","0.14408077473","1.1309431154095728","3.0687595111050065E-5","5.6260591036925016E-5","1.9179746944406206E-5","6.5850464509128225E-5","1.7197839760150951E-4","NA","2.2961300383946083E-4",NA,"6223.4815209050184","NA","NA","IE","NA","12.581826704840999","Non-energy use of lubricating oil in engines [TJ (net)]"
"F_RoadTransport","1A3bv","Road transport: Gasoline evaporation",NA,"NA","209.07001096562573","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"1002258.0951761147","NA","NA","NA","NA","NA","NA"
"F_RoadTransport","1A3bvi","Road transport: Automobile tyre and brake wear",NA,"NA","NA","NA","NA","5.3853159531289165","10.520030870181742","13.27092578611542","1.254363507454","NA","44.544889445918997","0.192586295849","NA","0.50804761539700005","16.652505022303","365.84250407624899","2.5413689294399999","0.28219568802700001","113.75246062835799","NA","3.9149698361371262E-5","3.8042768784052311E-6","5.8664271648596471E-6","NA","4.882040240463614E-5","NA","NA",NA,"NA","NA","NA","NA","NA","435404.71647418995","10^6 km"
"F_RoadTransport","1A3bvii","Road transport: Automobile road abrasion",NA,"NA","NA","NA","NA","2.0966834292272223","3.8827470911615225","7.765494182323045","8.8317579985999997E-2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","435404.71647418995","10^6 km"
"I_Offroad","1A3c","Railways",NA,"17.824542792169002","2.1073235365479999","1.5783133911389999","4.3842038639999997E-3","1.1042773487019999","1.1623972091599999","1.2269748324080001","0.71778027665599997","5.0387532363269996","0.140163435961","1.154308267E-2","6.1160520750000004E-3","1.4043174924E-2","1.342202092E-2","9.0414997873000003E-2","0.63785782021299997","6.2694992099999999E-2","9.5454640214999997E-2","0.43842038642699999","3.5549054000000002E-5","2.80650426E-4","3.1807048E-5","2.8065043000000001E-5","3.7607157100000001E-4","NA","NA",NA,"18710.028411174608","IE","NA","IE","NA","NA","NA"
"G_Shipping","1A3di(ii)","International inland waterways",NA,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO","NO","NO","NO","NO","NO","NO"
"G_Shipping","1A3dii","National navigation (shipping)",NA,"165.25385980050899","7.3573945402680003","89.060124363317996","2.6420295837E-2","12.081220646703001","12.735053588428","12.735053588428","2.3319632738460001","21.305049347625999","0.38874293272100002","3.5249492277999998E-2","6.9667771522000002E-2","0.65268606420800002","0.70464690848199996","2.5887550644470001","29.198617388851002","0.35667295855300002","3.0968553729830002","0.62850952353400003","8.2791113929999993E-3","4.1444682790999998E-2","4.2079265017000003E-2","5.5592131390000002E-3","9.736227234E-2","0.25723339043799998","0.55379844309100001",NA,"113036.84680293749","NO","NA","NO","NO","2427.3911594014498","Non-energy use of lubricating oil in engines [TJ (net)]"
"I_Offroad","1A3ei","Pipeline transport",NA,"IE","IE","IE","NA","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","NA","NA","NA","NA","NA","NA","NA","NA",NA,"IE","NA","IE","NA","NA","NA","NA"
"I_Offroad","1A3eii","Other (please specify in the IIR)",NA,"15.861831920043","2.345753296317","1.135201994884","2.438627565E-3","1.916033061617","1.916033061617","1.916033061617","1.1893247037150001","8.4885074929909994","0.10081255915700001","8.3023628560000007E-3","4.3989707970000002E-3","1.0100554350000001E-2","9.6537892980000008E-3","6.5030992278999999E-2","0.45877927287699999","4.5093376576000002E-2","6.8655755314999997E-2","0.31533388746800001","8.4209151709999999E-3","2.9333497662999999E-2","2.9322343640000002E-2","4.6321305119999996E-3","7.1708886985999989E-2","NA","NA",NA,"13457.188981575782","NA","NA","NA","NA","NA","NA"
"C_OtherStationaryComb","1A4ai","Commercial/Institutional: Stationary",NA,"57.115507084008001","5.8436098802250003","71.556471607987007","2.8247401999999999E-5","4.2899499495860001","4.9993027390150004","5.1018928053470001","1.5791322796689999","26.305242114733002","4.8629570365869998","0.36245501947600001","0.39008416670399998","1.1945052823910001","0.56136149048899997","4.6677160137889997","27.916449443063001","0.71357941028299998","5.4670770592039997","2.7571350438389999","8.7069284500000004E-4","8.82712389E-3","5.213161426E-3","3.9224225680000004E-3","1.8833400728999999E-2","3.7051741194000003E-2","0.70770299999999997",NA,"114242.39133575586","19362.754079999992","333062.22020978323","23.539501659080599","NO","NA","NA"
"I_Offroad","1A4aii","Commercial/Institutional: Mobile",NA,"10.182873948709","2.4580785973479999","0.88849443973499997","2.0463258170000001E-3","1.382874064039","1.382874064039","1.382874064039","0.85735535711400002","7.3616133849969998","5.6446725412999998E-2","4.6647158830000002E-3","3.162404577E-3","5.679593365E-3","5.9117475730000001E-3","3.6773725996999997E-2","0.25706346983599998","2.5264651709E-2","4.1094247234E-2","0.178353738708","5.2357500419999998E-3","1.7002227798000001E-2","1.6988959694000001E-2","2.6733255840000001E-3","4.1900263117999999E-2","NA","NA",NA,"10982.50842650065","NA","NA","NA","NA","NA","NA"
"C_OtherStationaryComb","1A4bi","Residential: Stationary",NA,"73.911103333190994","49.662497098533997","118.567348004298","0.33828020180500001","40.391088850966","41.177505099975001","44.324298961585001","3.2583408217669998","827.28252544521195","22.348272044495999","0.47181855191299998","0.87342592402499997","0.75116622214899997","2.7340148508720001","3.9502783820829999","45.405241415330998","0.54353479283600004","45.943915643075002","93.166496883221001","31.453906092964999","37.530627693447997","16.787637784726002","14.337555773046001","100.109727344185","0.19722221799799999","26.274605455086",NA,"119528.80238621825","151290.25534882638","1071491.4537977269","13958.446499999998","NO","NA","NA"
"I_Offroad","1A4bii","Residential: Household and gardening (mobile)",NA,"0.814564047766","15.723318469223001","0.1082818835","4.40644874E-4","7.0252103733000004E-2","7.0252103733000004E-2","7.0252103733000004E-2","3.7188986506999998E-2","76.602083518740997","5.2128346695229997","1.8874378E-5","8.4923065699999995E-4","2.8537128000000002E-5","1.744534546E-3","4.6595131700000002E-4","2.13671914E-4","1.9325500999999999E-5","3.2022414249999998E-3","0.1011387438","1.1705503286000001E-2","2.9664237156000001E-2","3.1394096140000001E-2","5.7349703060000003E-3","7.8498806887999997E-2","NA","NA",NA,"4503.5624857093535","NA","NA","IE","NA","NA","NA"
"C_OtherStationaryComb","1A4ci","Agriculture/Forestry/Fishing: Stationary",NA,"2.3775324225459999","0.24051187521299999","7.1391035812499997","NA","0.19412146937700001","0.21540412877000001","0.219435539299","7.7641933789000001E-2","1.202801187867","0.14301316187400001","4.2751142158000001E-2","8.365225229E-3","4.2253050542999999E-2","5.8597464050999998E-2","0.137349566201","3.5387254596800002","2.5996229058999999E-2","0.22275468453700001","0.110939642383","2.5549867669999999E-3","4.5884315759999999E-3","1.582867317E-3","1.2464731549999999E-3","9.9727588149999997E-3","1.6226563790000001E-3","1.8432911914E-2",NA,"6373.3399042185729","355.68","3987.5042122162204","251.03799876690201","NO","NA","NA"
"I_Offroad","1A4cii","Agriculture/Forestry/Fishing: Off-road vehicles and other machinery",NA,"46.011777895321998","9.0850156667600004","3.7976372576549999","7.8377544089999994E-3","6.6869979746870003","6.6869979746870003","6.6869979746870003","4.4390748220039997","32.422700265871001","0.33281923374400002","2.7409144924000001E-2","1.4522616052E-2","3.3345634583000001E-2","3.1870699283000001E-2","0.21469115753699999","1.514598650533","0.14886977539599999","0.22665782980900001","1.0410328204920001","3.0872032878E-2","0.100298648019","0.100257006493","1.5760766913000001E-2","0.24718845430300002","NA","NA",NA,"44454.17303428283","NA","NA","IE","NA","878.88300599017896","Non-energy use of lubricating oil in engines [TJ (net)]"
"I_Offroad","1A4ciii","Agriculture/Forestry/Fishing: National fishing",NA,"22.240076166590999","0.67461107412099997","7.5762563715129998","2.8439533109999998E-3","0.88962020939300002","0.93901225395099996","0.93901225395099996","0.202700598732","0.87068627103899998","3.8698152681999998E-2","3.1893052389999998E-3","8.1865080029999999E-3","3.3478336689E-2","3.7358345786000002E-2","0.26304591269700001","1.3549863105040001","3.2238404323E-2","0.34127439726699998","4.8713358617999997E-2","5.6879066199999996E-4","2.8439533109999998E-3","2.8439533109999998E-3","2.8439533099999998E-4","6.5410926149999989E-3","2.4823738057999999E-2","2.9179745194999999E-2",NA,"12065.43636926414","NO","NA","NO","NO","NA","NA"
"C_OtherStationaryComb","1A5a","Other stationary (including military)",NA,"IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","NA","NA","NA","NA","NA","NA","NA","NA",NA,"IE","IE","IE","IE","IE","NA","NA"
"I_Offroad","1A5b","Other, Mobile (including military, land based and recreational boats)",NA,"30.267211157097002","1.5941077723679999","8.6118762005280001","3.4776517150000002E-3","0.83564911884600002","0.87178996694699995","0.87178996694699995","0.22949897084199999","8.6295364734939994","9.5006472295999997E-2","1.2531651715E-2","1.0523495145000001E-2","1.3955876860000001E-2","2.6442258574999999E-2","0.32640485092299998","0.37945417150400002","0.16425052795","0.42637220580500002","4.5209472296000003E-2","6.9553034300000002E-4","3.4776517150000002E-3","3.4776517150000002E-3","3.4776517200000001E-4","7.9985989449999993E-3","2.7821213720000001E-2","1.3215076516999999E-2",NA,"54579.232459102903","NA","NA","IE","NA","NA","NA"
"D_Fugitive","1B1a","Fugitive emission from solid fuels: Coal mining and handling",NA,"NA","99.763000000000005","NA","NA","0.28530000006200001","2.157063","4.5574160002930002","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","52.858999999999988","Coal produced [Mt]"
"D_Fugitive","1B1b","Fugitive emission from solid fuels: Solid fuel transformation",NA,"0.43411881499999999","1.0625409020429999","14.307932017902999","0.114534754626","2.391410559424","2.6932821320090001","2.8176054199039999","1.1714605112259999","34.710173239642998","3.8205353821400001","4.9090273532000003E-2","3.9822536444000002E-2","6.1431409493000001E-2","2.2082198069190002","0.36178769106999997","1.3731119066769999","NA","3.6550953821399998","2.2316778564800002","0.10478483609","0.11903419458300001","5.9500173895000001E-2","4.1660362919999999E-2","0.32497956748800005","NA","9.2460000000000004",NA,"NA","3404.56","NA","NA","NA","273776.77600000001","Coal used for transformation [TJ (net)]"
"D_Fugitive","1B1c","Other fugitive emissions from solid fuels",NA,"IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","NA","IE","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","IE","IE"
"D_Fugitive","1B2ai","Fugitive emissions oil: Exploration, production, transport",NA,"0.23321089289899999","115.180986268175","1.147837618E-3","NA","NA","NA","NA","NA","1.1974482385409999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","126.54200000000002","Crude Oil produced [Mt]"
"D_Fugitive","1B2aiv","Fugitive emissions oil: Refining and storage",NA,"NA","98","IE","5.2900000000000003E-2","NA","NA","NA","NA","NA","IE","IE","IE","NA","NA","NA","NA","NA","NA","IE","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","93.161000000000001","Crude Oil Refined [Mt]"
"D_Fugitive","1B2av","Distribution of oil products",NA,"NA","112.618896888774","IE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","22.843","Oil Consumed [Mt]"
"D_Fugitive","1B2b","Fugitive emissions from natural gas (exploration, production, processing, transmission, storage, distribution and other)",NA,"0.224352075397","42.722113243590996","1.103743677E-3","NA","NA","NA","NA","NA","1.1519616179029999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","541.38120590427172","Gas leaked [Mm3]"
"D_Fugitive","1B2c","Venting and flaring (oil, gas, combined oil and gas)",NA,"4.1827552591749999","38.729810958080002","0.65280744662800005","NA","2.4415235921799998","2.4415235921799998","2.4415235921799998","0.58596566212300005","19.001235059997999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","2186.6231213678739","Fuel flared [kt]"
"D_Fugitive","1B2d","Other fugitive emissions from energy production",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NE","NE"
"B_Industry","2A1","Cement production",NA,"NA","NA","NA","NA","1.08375E-2","3.6124999999999997E-2","4.2499999992E-2","3.25125E-4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","C","C"
"B_Industry","2A2","Lime production",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","C","C"
