NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PAHs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"NOx
(as NO2)","NMVOC","SOx 
(as SO2)","NH3","PM2.5","PM10","TSP","BC","CO","Pb","Cd","Hg","As","Cr","Cu","Ni","Se","Zn","PCDD/ PCDF
(dioxins/ furans)","benzo(a) pyrene","benzo(b) fluoranthene","benzo(k) fluoranthene","Indeno (1,2,3-cd) pyrene","Total 1-4","HCB","PCBs",NA,"Liquid Fuels","Solid Fuels","Gaseous Fuels","Biomass","Other Fuels","Other activity (specified)","Other Activity Units"
"NFR Aggregation for Gridding and LPS (GNFR)","NFR Code","Long name","Notes","kt","kt","kt","kt","kt","kt","kt","kt","kt","t","t","t","t","t","t","t","t","t","g I-TEQ","t","t","t","t","t","kg","kg",NA,"TJ NCV","TJ NCV","TJ NCV","TJ NCV","TJ NCV",NA,NA
"I_Offroad","1A3c","Railways",NA,"16.306390839946999","1.434759836812","2.030468509031","8.493131353E-3","0.97144881776199998","1.0575457337430001","1.12855265989","0.61846392970099995","6.8821106348920003","0.27512465767200001","1.5852004831000001E-2","1.656028277E-2","4.3227201982000002E-2","2.0784526992999999E-2","0.22220833445999999","0.864538024553","9.2059127574000005E-2","0.233958987901","0.68973145430500005","8.9299007999999995E-5","1.036188803E-3","4.9343974399999998E-4","3.6666847999999999E-4","1.9855960349999999E-3","3.33133475E-4","1.8800000000000001E-2",NA,"24736.320224846408","537.31205711600001","NA","IE","NA","NA","NA"
"G_Shipping","1A3di(ii)","International inland waterways",NA,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO","NO","NO","NO","NO","NO","NO"
"G_Shipping","1A3dii","National navigation (shipping)",NA,"127.798847705241","8.3692606828400002","66.777630804610993","2.1302793773000001E-2","8.6609831555460008","9.1152577971349995","9.1152577971349995","1.7546903377930001","31.038064037274001","0.311167230681","2.8602722779E-2","5.4650441477000003E-2","0.55883064436800001","0.60243356826100003","2.058421888711","25.173257229821001","0.28888419971500001","2.4315053488389999","0.52043632478400004","9.9155805239999999E-3","4.8793382322999998E-2","5.0050141851999998E-2","7.4497475810000003E-3","0.11620885228","0.20601492132599999","0.47309997505399998",NA,"92984.727674883572","NO","NA","NO","NO","1005.9416367690098","Non-energy use of lubricating oil in engines [TJ (net)]"
"I_Offroad","1A3ei","Pipeline transport",NA,"IE","IE","IE","NA","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","NA","NA","NA","NA","NA","NA","NA","NA",NA,"IE","NA","IE","NA","NA","NA","NA"
"I_Offroad","1A3eii","Other (please specify in the IIR)",NA,"16.308279761853999","2.017016241391","1.525425168453","4.1692868700000003E-3","1.308504076592","1.308504076592","1.308504076592","0.81221783401299996","9.9593510432569996","0.16825506844400001","1.3856553610999999E-2","7.3418345759999996E-3","1.6857715721000002E-2","1.6112069693000001E-2","0.10853602118900001","0.76569763334999996","7.5260356700999995E-2","0.114585711405","0.526288840024","5.551592353E-3","2.1964654141999999E-2","2.5486838636E-2","4.0410993350000002E-3","5.7044184466E-2","NA","NA",NA,"22420.201401383289","NA","NA","NA","NA","NA","NA"
"C_OtherStationaryComb","1A4ai","Commercial/Institutional: Stationary",NA,"48.781252821060001","4.5858609108249997","6.5755022982","5.0180908199999998E-4","1.6866916690680001","1.9133524340179999","1.93600609208","0.68182037084900005","15.118692979071","1.4684279222700001","5.9058333320000003E-2","0.113040176442","0.27892028143000003","9.5572971064999998E-2","1.0323773659269999","3.1785365218170001","0.28550048759199997","1.3141820888219999","0.74011589731399996","3.7744237599999998E-4","1.9427095499999999E-3","6.9711659200000003E-4","6.1771958700000001E-4","3.634988105E-3","1.6620299214E-2","0.15939300000000001",NA,"63114.670302494895","4561.2374643813991","348058.99868846394","418.17423472106395","NO","NA","NA"
"I_Offroad","1A4aii","Commercial/Institutional: Mobile",NA,"7.6001276458809999","1.270432516361","0.54547646250699999","2.1543296200000001E-3","0.57244102577699996","0.57244102577699996","0.57244102577699996","0.354243307407","3.9714314379559998","5.7772056097999999E-2","4.7748212669999996E-3","3.2619305350000002E-3","5.8138178970000001E-3","6.06885386E-3","3.7650221247000001E-2","0.26310582696099999","2.5858429562000001E-2","4.2154982309E-2","0.182600798924","2.2668755760000001E-3","7.6689066740000004E-3","9.1947408799999998E-3","1.3827250360000001E-3","2.0513248166E-2","NA","NA",NA,"11341.038180596601","NA","NA","NA","NA","NA","NA"
"C_OtherStationaryComb","1A4bi","Residential: Stationary",NA,"45.616683186016999","18.404262421938999","39.632506513918997","0.32786000463199999","18.459538598571001","18.857415639102999","19.918851303558998","1.607391710478","223.521944982505","4.0283283500679996","0.295255666684","0.28920491056499997","0.33982718486199998","1.1775761347010001","0.86272642132900001","35.296551707356002","0.29075784673299998","16.829117653520999","20.590808038989","5.8644177257100001","7.2846887812760004","3.451103713587","3.021064244732","19.621274465305","0.1409568548","5.1124452541530001",NA,"128617.29162568759","25529.952915396498","1192442.5611443201","19810.599000000009","NO","NA","NA"
"I_Offroad","1A4bii","Residential: Household and gardening (mobile)",NA,"0.91323518246099999","10.536615199189001","7.2869904899999999E-3","4.7908154100000002E-4","1.9536210788E-2","1.9536210788E-2","1.9536210788E-2","9.1687932099999998E-3","66.928754111581995","5.8698100969999997E-3","2.0520756000000001E-5","9.2330753399999998E-4","3.1026370999999999E-5","1.896707185E-3","5.0659541900000004E-4","2.3231013400000001E-4","2.1011229999999998E-5","3.481567236E-3","0.109960896131","6.1980972509999999E-3","3.0717936474999999E-2","3.1549251953999997E-2","5.835955942E-3","7.4301241621999983E-2","NA","NA",NA,"4900.3515861937485","NA","NA","IE","NA","NA","NA"
"C_OtherStationaryComb","1A4ci","Agriculture/Forestry/Fishing: Stationary",NA,"5.3995215378100001","0.34412565919900001","0.499697955699","9.0926910999999995E-5","0.39350897218300002","0.39680582082900001","0.39974935801400002","0.19664479793199999","1.9951800005289999","7.1275778930000006E-2","7.601063963E-3","3.1638331589999998E-3","9.1769220219999996E-3","1.0012617287E-2","4.8339904966999997E-2","0.26670531592300001","5.3387372766000002E-2","8.1761333601000005E-2","0.160443947708","3.0988556409999998E-3","5.3218474910000004E-3","1.6806171260000001E-3","1.3400854429999999E-3","1.1441405700999999E-2","3.5208182999999999E-3","1.1604760831E-2",NA,"15628.901364026773","133","6542.2042292252099","380.95792662650729","NO","NA","NA"
"I_Offroad","1A4cii","Agriculture/Forestry/Fishing: Off-road vehicles and other machinery",NA,"48.288436165630998","6.0636026047130001","4.022243947332","1.0849985717999999E-2","3.709462210336","3.709462210336","3.709462210336","2.4624729217199999","28.492218733668999","0.44238190808099997","3.6432118702999998E-2","1.9303399408000001E-2","4.4322875475000002E-2","4.2362397756000002E-2","0.28536657227099999","2.013198075914","0.19787707144899999","0.30127262209099998","1.383736391445","1.7356049961E-2","5.8726145903000002E-2","7.0460216143000007E-2","1.0574595628E-2","0.15711700763500003","NA","NA",NA,"58974.955767743399","NA","NA","IE","NA","205.08216007879798","Non-energy use of lubricating oil in engines [TJ (net)]"
"I_Offroad","1A4ciii","Agriculture/Forestry/Fishing: National fishing",NA,"15.034015464475001","0.47566007225700002","4.9716928562999998","2.0052369269999998E-3","0.55076194343200002","0.58134045116300004","0.58134045116300004","0.129655320697","0.61391031141200003","2.7285597296999999E-2","2.2487403760000002E-3","5.7722073320000001E-3","2.3605168457999998E-2","2.6340915733E-2","0.185470477198","0.95538438529400005","2.2730907211999999E-2","0.240628431241","3.4347197325000002E-2","4.01047385E-4","2.0052369269999998E-3","2.0052369269999998E-3","2.00523693E-4","4.6120449319999998E-3","1.7502916111000001E-2","2.0574283820999999E-2",NA,"8497.1561565120337","NO","NA","NO","NO","NA","NA"
"C_OtherStationaryComb","1A5a","Other stationary (including military)",NA,"IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","NA","NA","NA","NA","NA","NA","NA","NA",NA,"IE","IE","IE","IE","IE","NA","NA"
"I_Offroad","1A5b","Other, Mobile (including military, land based and recreational boats)",NA,"23.314470499201001","1.3669938780190001","6.3015175730769997","2.6457432650000001E-3","0.63471657218599997","0.66051507849299995","0.66051507849299995","0.16955426872000001","7.7643886893409997","1.7305156664100001","1.0981487339E-2","8.020587236E-3","1.0624651781E-2","2.1564460399999999E-2","0.251575473085","0.293749430777","0.14535416302000001","0.32586244481100002","3.4394662446999999E-2","5.29148653E-4","2.6457432650000001E-3","2.6457432650000001E-3","2.64574327E-4","6.08520951E-3","2.1165946121E-2","1.0053824408E-2",NA,"47855.858370489645","NA","NA","IE","NA","NA","NA"
"D_Fugitive","1B1a","Fugitive emission from solid fuels: Coal mining and handling",NA,"NA","30.491890000000001","NA","NA","0.111982700046","0.81760935000000001","1.7256145001650001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","20.237850000000002","Coal produced [Mt]"
"D_Fugitive","1B1b","Fugitive emission from solid fuels: Solid fuel transformation",NA,"0.24286446480000001","0.40834098104900002","8.2046267368189998","0.25531989999999999","0.92521371936499996","1.119244880556","1.1656950966390001","0.45276102894499998","11.248619533239999","2.4809296000000001","3.1052940000000001E-2","2.3825039999999999E-2","4.0305460000000001E-2","1.4689513999999999","0.22970015999999999","0.92831039999999998","NA","2.4392624000000001","0.69281490758499997","0.11407326601700001","0.13981523262500001","6.9903202856000005E-2","4.8935046559000002E-2","0.37272674805700001","NA","6.1921970000000002",NA,"NA","1564.8552","NA","NA","NA","179004.61238841701","Coal used for transformation [TJ (net)]"
"D_Fugitive","1B1c","Other fugitive emissions from solid fuels",NA,"IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","NA","IE","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","IE","IE"
"D_Fugitive","1B2ai","Fugitive emissions oil: Exploration, production, transport",NA,"6.1523858283999998E-2","77.751732088954","1.6320000000000001E-4","NA","NA","NA","NA","NA","0.14705093305299999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","76.577839999999995","Crude Oil produced [Mt]"
"D_Fugitive","1B2aiv","Fugitive emissions oil: Refining and storage",NA,"NA","31.667895919210999","IE","5.6156999999999999E-2","NA","NA","NA","NA","NA","IE","IE","IE","NA","NA","NA","NA","NA","NA","IE","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","83.130179999999996","Crude Oil Refined [Mt]"
"D_Fugitive","1B2av","Distribution of oil products",NA,"NA","47.650777053406998","IE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","18.112170000000003","Oil Consumed [Mt]"
"D_Fugitive","1B2b","Fugitive emissions from natural gas (exploration, production, processing, transmission, storage, distribution and other)",NA,"0.44631854171599999","44.254592506930997","0.758296158961","NA","NA","NA","NA","NA","6.5073918470000006E-2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","366.5064181227653","Gas leaked [Mm3]"
"D_Fugitive","1B2c","Venting and flaring (oil, gas, combined oil and gas)",NA,"2.4259441494590002","22.420115852247999","0.19405552986800001","NA","1.0779536511729999","1.0779536511729999","1.0779536511729999","0.25870887628099998","10.704839104115999","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","1559.6303825500761","Fuel flared [kt]"
"D_Fugitive","1B2d","Other fugitive emissions from energy production",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NO","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NE","NE"
"B_Industry","2A1","Cement production",NA,"NA","NA","NA","NA","1.5894999999999999E-2","5.2983333333000003E-2","6.2333333321000002E-2","4.7685000000000002E-4","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","C","C"
"B_Industry","2A2","Lime production",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","C","C"
"B_Industry","2A3","Glass production",NA,"NA","0.216619322709","NA","0.42434811382100002","0.89411025360200003","1.028977891911","1.147415023839","4.8587086499999998E-3","NA","0.30551744920399998","5.0134688360000002E-3","9.0413848239999997E-3","6.4591563249999998E-2","0.42133770089099998","3.0294649050999999E-2","4.1662640230999998E-2","10.568172862983999","0.38897712280000002","7.8528198070000003E-3","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","C","C"
"B_Industry","2A5a","Quarrying and mining of minerals other than coal",NA,"NA","NA","NA","NA","1.4411400000000001","14.4114","29.399256000000001","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","277.43455","Material quarried [Mt]"
"B_Industry","2A5b","Construction and demolition",NA,"NA","NA","NA","NA","2.9021191425969999","29.021191425965998","96.432573843832998","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","28959606.759022079","Area affected by construction activity [m2 · year]"
"B_Industry","2A5c","Storage, handling and transport of mineral products",NA,"NA","NA","NA","NA","IE","IE","IE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","IE","IE"
"B_Industry","2A6","Other mineral products (please specify in the IIR)",NA,"NA","2.8056934090640002","18.366103988639999","NA","1.751019831314","2.780928430306","3.2716805055879998","1.0698818310000001E-3","4.5781691409040004","NA","NA","NA","NA","7.693169677E-3","NA","NA","NA","NA","2.5165934006E-2","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NO","NA","NA","NA","62.157471933422713","Amount produced [Mt]"
"B_Industry","2B1","Ammonia production",NA,"IE","IE","NA","IE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","C","C"
"B_Industry","2B2","Nitric acid production",NA,"0.62219999999999998","IE","NA","IE","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","C","C"
"B_Industry","2B3","Adipic acid production",NA,"8.6199999999999999E-2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","C","C"
"B_Industry","2B5","Carbide production",NA,"NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO","NO",NA,"NO","NO","NO","NO","NO","NO","NO"
"B_Industry","2B6","Titanium dioxide production",NA,"NA","NA","NA","NA","3.4710600001999999E-2","4.1820000002E-2","4.4489361695E-2","6.2479080000000002E-4","12.845765","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"1345.8784820512799","NO","NA","NA","NA","275","Titanium dioxide produced [kt]"
"B_Industry","2B7","Soda ash production",NA,"NA","NA","NA","1.1779999999999999","2.1580000000000002E-3","2.5999999999999999E-3","2.7659574459999998E-3","NO","4.7489999999999997","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","6.6348905264683802E-2","NA","NA","NA","C","C"
"B_Industry","2B10a","Chemical industry: Other (please specify in the IIR)",NA,"0.612481752667","31.383151604173001","5.9294439440279998","2.842740261711","0.40760828268799998","0.652315208496","0.72963867701600005","7.0007501760000002E-3","17.607218","3.9139085766670001","1.5299908879999999E-2","1.321672173344","2.8460473683999999E-2","5.2309480339999999","2.386881671667","0.241833874","0.17694260000000001","2.4889447499999999","2.0226625000000002E-2","1.0201695489E-2","NA","1.47902205E-3","NA","1.1680717539000001E-2","22.548186984106","NA",NA,"NA","NA","NA","NA","NA","C","C"
"B_Industry","2B10b","Storage, handling and transport of chemical products (please specify in the IIR)",NA,"IE","1.9","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","IE","IE"
"B_Industry","2C1","Iron and steel production",NA,"0.99373222805299999","1.6625680357199999","1.2489006985560001","NA","3.2407069924459999","5.7378939141679997","9.7727790240870007","1.6135014704999999E-2","109.649132700604","37.832877091263001","0.94289314236800004","0.61090309800700004","5.4702938247170003","3.7150908515580001","6.7295848684440003","3.7072296547820001","1.8525322244439999","111.722228493156","33.436659798123003","9.3830649299999999E-2","5.4604544973999997E-2","2.7300304077000001E-2","2.7300191596999999E-2","0.203035689948","0.32087100000000002","163.67240699999999",NA,"9381.5816225872986","170100.76724000002","NA","NA","NA","13992.400000000001","Steel Produced [kt]"
"B_Industry","2C2","Ferroalloys production",NA,"IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","IE","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","IE","IE"
"B_Industry","2C3","Aluminium production",NA,"0.27252077000000002","NA","5.5605169999899999","NA","8.7725675976999998E-2","0.13366047343599999","0.16941005829700001","2.0176905469999999E-3","32.149999997800002","0.57632134894999998","0.10239099689","1.2482844313000001E-2","3.5426313724999998E-2","0.10206489057900001","0.49005582066100001","3.7262137959219999","NA","5.0270948299620004","1.518257259289","7.3792499999999997E-2","9.6360000000000001E-2","4.7773791824000003E-2","7.7686249999999998E-2","0.29561254182399999","NA","NA",NA,"NA","NA","NA","NA","NA","1155.0249999999999","Primary & secondary Al production [kt]"
"B_Industry","2C4","Magnesium production",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8.6400000000000005E-2","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","6.4","Magnesium used in alloys and castings [kt]"
"B_Industry","2C5","Lead production",NA,"NA","NA","0.25366973849899999","NA","1.6384090730000001E-3","3.2768181470000002E-3","4.0481241729999999E-3","NE","1.0929669724769999","1.4107819628039999","1.4144589422E-2","1.1550066554E-2","1.1813465331E-2","NA","4.1533247698999999E-2","NA","2.7429790767000001E-2","0.38291042326699998","8.7172018732999998E-2","NA","NA","NA","NA","NA","NA","1.0198496E-3",NA,"NA","NA","NA","NA","NA","318.70300000000003","Primary & secondary Pb production [kt]"
"B_Industry","2C6","Zinc production",NA,"NA","NA","NA","NA","3.63425975E-3","4.7524935219999996E-3","5.8707272930000002E-3","NA","NA","NA","1.005E-3","NA","NA","NA","NA","NA","NA","3.9553013698630002","9.8020896075999994E-2","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","250.458","Primary Zn production (until 2003), and Zn alloy production (all years) [kt]"
"B_Industry","2C7a","Copper production",NA,"NA","NA","NA","NA","1.3856296953000001E-2","1.8231969676E-2","2.3336921185000001E-2","1.3856297E-5","0.44089352192699999","4.3008427830100002","3.3168965382000003E-2","1.2999999999999999E-3","2.7489012353000001E-2","NA","1.5449846319260001","0.13993664707699999","NA","7.877902187288","0.23359296402800001","NA","NA","NA","NA","NA","NA","1.0807404000000001E-3",NA,"NA","NA","NA","NA","NA","292.09200000000004","Secondary Cu & Cu alloy/semis production [kt]"
"B_Industry","2C7b","Nickel production",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","3.1659999999999999","NA","NA","0.49612499999999998","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","36.75","Nickel produced [kt]"
"B_Industry","2C7c","Other metal production (please specify in the IIR)",NA,"NA","NA","NA","3.0000000000000001E-3","0.50995421223500004","0.52768110636400001","0.57356642009799996","NE","0.91910000000000003","5.5696655908989996","0.14982295185700001","0.36550701252700002","0.18399347327999999","2.613732594954","2.488250058742","0.894478486387","0.21286543543700001","10.456709617545","1.2197043493849999","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","734.46548148999602","Castings produced [kt]"
"B_Industry","2C7d","Storage, handling and transport of metal products 
(please specify in the IIR)",NA,"NA","NA","NA","NA","IE","IE","IE","NA","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NA","NA","NA","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA","NE","NE"
