"ANNEX IV: Emission projections reporting template - with measures","...2","...3","...4","...5","...6","...7","...8","...9","...10","...11","...12","...13","...14","...15","...16","...17","...18","...19","...20","...21","...22","...23","...24","...25","...26","...27","...28","...29","...30","...31","...32","...33","...34","...35","...36","...37","...38"
NA,NA,NA,NA,"NOx
(as NO2)","NMVOC","SOx 
(as SO2)","NH3","PM2.5","PM10","TSP","BC","CO","Pb","Cd","Hg","As","Cr","Cu","Ni","Se","Zn","PCDD/ PCDF
(dioxins/ furans)","benzo(a) pyrene","benzo(b) fluoranthene","benzo(k) fluoranthene","Indeno (1,2,3-cd) pyrene","Total 1-4","HCB","PCBs",NA,"Liquid Fuels","Solid Fuels","Gaseous Fuels","Biomass","Other Fuels","Other activity (specified)","Other Activity Units"
"NFR Aggregation for Gridding and LPS (GNFR)","NFR Code","Long name","Notes","kt","kt","kt","kt","kt","kt","kt","kt","kt","t","t","t","t","t","t","t","t","t","g I-TEQ","t","t","t","t","t","kg","kg",NA,"TJ NCV","TJ NCV","TJ NCV","TJ NCV","TJ NCV",NA,NA
"A_PublicPower","1A1a","Public electricity and heat production",NA,"33.796589807776002","0.456277771597","2.893026914819","0.27041957532599997","0.43708805736099998","0.46545824868199998","NE","1.4782885752E-2","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","1A1b","Petroleum refining",NA,"10.748246046134","0.57183378351799996","15.695598458401999","IE","0.36022212661199998","0.57447273182900005","NE","8.9143700470000007E-3","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","1A1c","Manufacture of solid fuels and other energy industries",NA,"34.502795034641998","1.431274891788","1.715999689917","IE","0.38373984671799999","0.40678537862500003","NE","0.21473995177800001","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","1A2a","Stationary combustion in manufacturing industries and construction: Iron and steel",NA,"4.0933534158939997","0.15060810305700001","0.91353755296100003","NE","0.16843652580599999","0.24312811151499999","NE","5.2415221333999999E-2","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","1A2b","Stationary combustion in manufacturing industries and construction: Non-ferrous metals",NA,"0.67514965910900004","4.8271714358999997E-2","0.80256167839000003","NE","9.2422555195999997E-2","9.9749382466E-2","NE","2.9970159540000001E-3","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","1A2c","Stationary combustion in manufacturing industries and construction: Chemicals",NA,"5.9733660197159999","0.36013208494900001","1.4605444023709999","1.7828415890000001E-3","0.13358039594400001","0.141177773576","NE","2.5177739527999999E-2","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","1A2d","Stationary combustion in manufacturing industries and construction: Pulp, Paper and Print",NA,"2.2947613857450002","0.22079588848100001","0.188169414801","1.7387581970999998E-2","0.54520358182399997","0.55973124831999999","NE","8.1185602694000006E-2","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","1A2e","Stationary combustion in manufacturing industries and construction: Food processing, beverages and tobacco",NA,"3.3678757762020002","0.27747611739099998","1.1235419441309999","2.2066078199999999E-3","0.197187953114","0.210526241862","NE","1.8619067829E-2","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","1A2f","Stationary combustion in manufacturing industries and construction: Non-metallic minerals",NA,"12.08222251396","0.62469821939900005","2.8501101083139999","0.375175692876","0.55157979375400001","0.71473635035899996","NE","6.8313473260999999E-2","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"I_Offroad","1A2gvii","Mobile combustion in manufacturing industries and construction (please specify in the IIR)",NA,"7.9933257139469998","4.5489723208720001","1.7560714947000001E-2","1.0415103646E-2","0.175932220837","0.44217009619300002","NE","8.0314373810000006E-2","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","1A2gviii","Stationary combustion in manufacturing industries and construction: Other (please specify in the IIR)",NA,"45.778826557130998","5.7921083347379998","15.525750735115","0.102119452232","4.141488829779","4.3653363221130004","NE","0.74338885308799996","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"H_Aviation","1A3ai(i)","International aviation LTO (civil)",NA,"11.500717062229","1.1113972737610001","0.35113421972100001","NA","0.147833159794","0.218289520795","NE","2.6909332025E-2","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"H_Aviation","1A3aii(i)","Domestic aviation LTO (civil)",NA,"1.4615088953769999","0.60376564920099995","5.7644669581000001E-2","NE","2.4600903697999998E-2","3.2260671796999998E-2","NE","3.9315830660000004E-3","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"F_RoadTransport","1A3bi","Road transport: Passenger cars",NA,"46.485519160138999","6.1382386561309996","0.167169718804","3.1395588112400001","0.24657625877799999","0.24657625877799999","NE","6.9750825419999996E-2","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"F_RoadTransport","1A3bii","Road transport: Light duty vehicles",NA,"30.463147519825","0.165737028294","8.9443932453000002E-2","0.62394624504499996","9.9933403409000005E-2","9.9933403409000005E-2","NE","4.4143928898E-2","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"F_RoadTransport","1A3biii","Road transport: Heavy duty vehicles and buses",NA,"10.924746183172999","0.84503915940800001","0.10902888304400001","0.29305624355900001","0.11972922250199999","0.11972922250199999","NE","2.7784439795000001E-2","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"F_RoadTransport","1A3biv","Road transport: Mopeds & motorcycles",NA,"0.109592182511","0.23862772964599999","2.719287852E-3","8.9458713599999996E-3","6.6860472789999998E-3","6.6860472789999998E-3","NE","1.6207896560000001E-3","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"F_RoadTransport","1A3bv","Road transport: Gasoline evaporation",NA,"NA","13.953178634617","NA","NA","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"F_RoadTransport","1A3bvi","Road transport: Automobile tyre and brake wear",NA,"NA","NA","NA","NA","7.1379633650149996","13.374125604673001","NE","1.7175185946630001","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"F_RoadTransport","1A3bvii","Road transport: Automobile road abrasion",NA,"NA","NA","NA","NA","3.1206848381140002","5.7790459965069996","NE","0.122515775126","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"I_Offroad","1A3c","Railways",NA,"10.37836904996","0.48573855933600002","0.291401913894","4.885537037E-3","0.28605124573899998","0.31637799344299999","NE","0.175041115893","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"G_Shipping","1A3di(ii)","International inland waterways",NA,"NO","NO","NO","NO","NO","NO","NE","NO","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"G_Shipping","1A3dii","National navigation (shipping)",NA,"55.743212835134997","10.502233964323","5.7259895602390003","1.492212362E-2","1.9769363132960001","2.0394795636700001","NE","0.74296269637500001","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"I_Offroad","1A3ei","Pipeline transport",NA,"IE","IE","IE","NA","IE","IE","NE","IE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"I_Offroad","1A3eii","Other (please specify in the IIR)",NA,"3.425981891218","0.447283788302","6.1202326490000002E-3","3.8606873440000002E-3","5.4209624789000002E-2","0.31255973893599998","NE","3.3649130191E-2","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"C_OtherStationaryComb","1A4ai","Commercial/Institutional: Stationary",NA,"39.877894221496","4.0452861661829997","1.436449951225","6.656655345E-3","1.2171308111379999","1.3563838211699999","NE","0.48469259535800002","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"I_Offroad","1A4aii","Commercial/Institutional: Mobile",NA,"5.2105611083339998","0.81805648394499997","5.8766979339999999E-3","2.4210783170000002E-3","2.5152047396E-2","8.8872240172000003E-2","NE","1.439310538E-2","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"C_OtherStationaryComb","1A4bi","Residential: Stationary",NA,"23.983637792966999","26.455968973608002","34.264798264010999","0.67049288703599996","18.530847912333002","19.001265629294998","NE","2.1410072314159998","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"I_Offroad","1A4bii","Residential: Household and gardening (mobile)",NA,"0.90790780042100006","1.427465366591","1.2892611180000001E-3","5.6663144100000003E-4","2.3106361520999999E-2","2.3106361520999999E-2","NE","1.0844347089999999E-2","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"C_OtherStationaryComb","1A4ci","Agriculture/Forestry/Fishing: Stationary",NA,"4.8039392414239996","0.97148964456599995","0.16498916254400001","NA","0.68800824620199996","0.69626397813399998","NE","0.27299189524099998","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"I_Offroad","1A4cii","Agriculture/Forestry/Fishing: Off-road vehicles and other machinery",NA,"3.697989427869","1.18454205885","2.6623413208000001E-2","1.2702346866000001E-2","9.1353703164999994E-2","0.48889450348000002","NE","6.0619752744999998E-2","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"I_Offroad","1A4ciii","Agriculture/Forestry/Fishing: National fishing",NA,"6.9574621243700001","0.38321540294200002","0.75406072814699998","1.6442004070000001E-3","0.15718099163599999","0.16590773869100001","NE","4.6445785002999999E-2","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"C_OtherStationaryComb","1A5a","Other stationary (including military)",NA,"IE","IE","IE","IE","IE","IE","NE","IE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"I_Offroad","1A5b","Other, Mobile (including military, land based and recreational boats)",NA,"12.205951992377001","0.59244649251799997","0.69112754943200005","1.3467524189999999E-3","0.18084745481699999","0.187074660911","NE","4.5072837014E-2","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"D_Fugitive","1B1a","Fugitive emission from solid fuels: Coal mining and handling",NA,"NA","0.1469125","NA","NA","4.4073750039999998E-3","2.8647937500000002E-2","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"D_Fugitive","1B1b","Fugitive emission from solid fuels: Solid fuel transformation",NA,"4.7161399999999997E-3","0.25263196990600001","5.1171243730280001","4.6008000000000004E-3","0.62260067182900003","0.64030699253199996","NE","0.30507432919600003","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"D_Fugitive","1B1c","Other fugitive emissions from solid fuels",NA,"IE","IE","IE","IE","IE","IE","NE","IE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"D_Fugitive","1B2ai","Fugitive emissions oil: Exploration, production, transport",NA,"6.8060317420000002E-3","15.401118830367","3.7741396E-5","NA","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"D_Fugitive","1B2aiv","Fugitive emissions oil: Refining and storage",NA,"NA","12.564992354363","IE","6.4918800000000002E-3","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"D_Fugitive","1B2av","Distribution of oil products",NA,"NA","23.639195171646001","IE","NA","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"D_Fugitive","1B2b","Fugitive emissions from natural gas (exploration, production, processing, transmission, storage, distribution and other)",NA,"1.91505649E-4","14.851556078864","NO","NA","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"D_Fugitive","1B2c","Venting and flaring (oil, gas, combined oil and gas)",NA,"0.87324796201800003","8.6179381211939994","0.16146953433700001","NA","0.32206682511200002","0.32206682511200002","NE","7.7296038026999997E-2","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"D_Fugitive","1B2d","Other fugitive emissions from energy production",NA,"NA","NA","NA","NA","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2A1","Cement production",NA,"NA","NA","NA","NA","1.7783742240999999E-2","5.9279140803000001E-2","NE","5.33512267E-4","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2A2","Lime production",NA,"NA","NA","NA","NA","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2A3","Glass production",NA,"NA","0.17565087020199999","NA","0.45876970974499998","0.29240728773800001","0.33565104264200002","NE","4.0874856910000004E-3","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2A5a","Quarrying and mining of minerals other than coal",NA,"NA","NA","NA","NA","0.91101496560700002","9.110149656071","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2A5b","Construction and demolition",NA,"NA","NA","NA","NA","2.857939191941","28.579391919409002","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2A5c","Storage, handling and transport of mineral products",NA,"NA","NA","NA","NA","IE","IE","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2A6","Other mineral products (please specify in the IIR)",NA,"NA","0.64191946313000003","5.8946423220049997","NA","1.39863319874","2.2149051526450001","NE","8.5680483999999997E-4","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2B1","Ammonia production",NA,"IE","IE","NA","IE","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2B2","Nitric acid production",NA,"8.2201157506999994E-2","IE","NA","IE","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2B3","Adipic acid production",NA,"NA","NA","NA","NA","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2B5","Carbide production",NA,"NO","NO","NO","NO","NO","NO","NE","NO","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2B6","Titanium dioxide production",NA,"NA","NA","NA","NA","1.1535703499000001E-2","1.3898437951000001E-2","NE","2.07642663E-4","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2B7","Soda ash production",NA,"NA","NA","NA","0.40500000000000003","9.3706999999999992E-3","1.129E-2","NE","NO","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2B10a","Chemical industry: Other (please specify in the IIR)",NA,"0.70371233307400005","8.4995002572419995","0.41047403260900001","0.40665098746099998","7.2431065150000001E-2","0.12076652079400001","NE","9.3625170600000003E-4","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2B10b","Storage, handling and transport of chemical products (please specify in the IIR)",NA,"IE","2.2811406899829998","IE","IE","IE","IE","NE","IE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2C1","Iron and steel production",NA,"0.96829290972399995","0.38757603461899998","0.52982616506900004","NA","0.38494594224099998","0.75929650412899996","NE","3.10814449E-3","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2C2","Ferroalloys production",NA,"IE","IE","IE","IE","IE","IE","NE","IE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2C3","Aluminium production",NA,"2.6937137250000001E-3","NA","0.45461615333099997","NA","2.3159549171E-2","4.3600170472000002E-2","NE","5.3266963100000002E-4","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2C4","Magnesium production",NA,"NA","NA","NA","NA","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2C5","Lead production",NA,"NA","NA","0.70148254610399996","NA","3.9519373900000002E-3","7.9038747810000008E-3","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2C6","Zinc production",NA,"NA","NA","NA","NA","1.001150348E-3","1.30919661E-3","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2C7a","Copper production",NA,"NA","NA","NA","NA","4.1380440460000003E-3","5.444794797E-3","NE","4.1380440000000004E-6","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2C7b","Nickel production",NA,"NA","NA","NA","NA","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2C7c","Other metal production (please specify in the IIR)",NA,"NA","NA","NA","3.0877179739999998E-3","0.23568678355600001","0.250617357692","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2C7d","Storage, handling and transport of metal products 
(please specify in the IIR)",NA,"NA","NA","NA","NA","IE","IE","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"E_Solvents","2D3a","Domestic solvent use including fungicides",NA,"NA","177.18761682992701","NA","1.272083948925","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2D3b","Road paving with asphalt",NA,"NA","2.2293343571680002","NA","NA","0.18255224158700001","0.62949048823099996","NE","1.0405477769999999E-2","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"B_Industry","2D3c","Asphalt roofing",NA,"NA","NE","NA","NA","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"E_Solvents","2D3d","Coating applications",NA,"NA","61.076670210903004","NA","NA","0.27846320075600001","0.67412928646600001","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"E_Solvents","2D3e","Degreasing",NA,"NA","10.881630852232","NA","NA","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
"E_Solvents","2D3f","Dry cleaning",NA,"NA","0.68613623252","NA","NA","NA","NA","NE","NA","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE","NE",NA,"NE","NE","NE","NE","NE","NE","NE"
