Gas,NFR/CRF Group,Source,Activity,Units,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
PM0.1 (Particulate Matter < 0.1&micro;m),1A3biv,Road transport - motorcycle (>50cc  2st) - urban driving,Petrol,kilotonne,0.003548888,0.003481805,0.003256962,0.003458285,0.003488674,0.004138267,0.004823746,0.005064965,0.005029207,0.005168166,0.006195085,0.006862462,0.006934248,0.006233675,0.006462433,0.005733265,0.005490209,0.005299043,0.00478485,0.004659525,0.004661599,0.004278194,0.003523301,0.002771352,0.002737518,0.002563366,0.002385973,0.002189055,0.002087864,0.002102659,0.001888427,0.001862914,0.001759611,0.00182057,0.001385736,0.001380841,0.0010988,0.001162144,0.000913533,0.000896035,0.000796761,0.000770333,0.000690628,0.000634995,0.000612814,0.000576522,0.000511183,0.000457191,0.000403004,0.000366661,0.000283922,0.000336123
PM0.1 (Particulate Matter < 0.1&micro;m),1A3biv,Road transport - motorcycle (>50cc  4st) - urban driving,Petrol,kilotonne,0.010641447,0.010421598,0.009673822,0.010113678,0.010106293,0.011775187,0.013539241,0.014146668,0.014013201,0.014278299,0.017001916,0.018894614,0.019249476,0.017304684,0.017939718,0.015915546,0.015240822,0.014710147,0.013282747,0.012934843,0.012843907,0.01165959,0.00953329,0.007516874,0.007422922,0.007538761,0.007832012,0.008394694,0.008737915,0.009262582,0.009401115,0.010104665,0.010751382,0.012706441,0.01030427,0.010229103,0.008155693,0.008703197,0.006834957,0.006847104,0.00599015,0.005620458,0.004916176,0.004562542,0.004558014,0.00446009,0.004295802,0.004092412,0.003809406,0.003658613,0.00292279,0.003585072
PM0.1 (Particulate Matter < 0.1&micro;m),1A3biv,Road transport - motorcycle (>50cc  4st) - motorway driving,Petrol,kilotonne,0.000158223,0.000155181,0.000144531,0.000152138,0.000202851,0.000354989,0.000507126,0.000557839,0.000608552,0.000709977,0.000811402,0.000912828,0.000963541,0.00096354,0.001064966,0.001014253,0.000963541,0.001115678,0.001115678,0.001208485,0.001604583,0.001585963,0.00158499,0.00138232,0.00146133,0.001421032,0.001501606,0.001745107,0.001899668,0.00214449,0.001967873,0.002033622,0.001992477,0.002127903,0.001813174,0.001721606,0.001538814,0.001434208,0.001398933,0.001291259,0.001181007,0.001085988,0.000956423,0.000932569,0.000873713,0.000837867,0.000743845,0.000693862,0.000678007,0.000639129,0.000344248,0.0003697
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - cars - rural driving,Brake wear,kilotonne,0.02864795,0.030718886,0.032789822,0.034515603,0.034561325,0.034725924,0.036861146,0.035932987,0.036701118,0.036317053,0.038685457,0.039055806,0.040230863,0.043367398,0.046773694,0.047720141,0.049695335,0.053490268,0.055904394,0.059999153,0.083135649,0.083216585,0.084545448,0.082219557,0.084433323,0.085871406,0.088257475,0.090048295,0.090554677,0.092129664,0.091864305,0.093447647,0.096337063,0.097325775,0.099051414,0.099262012,0.101340715,0.101848527,0.101597269,0.101243298,0.100180914,0.100173584,0.099803912,0.100278522,0.103169082,0.105230318,0.108637197,0.110918598,0.111966241,0.113611247,0.085249286,0.095524667
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - cars - rural driving,Tyre wear,kilotonne,0.034749831,0.037261867,0.039773902,0.041867266,0.041922726,0.042122385,0.044712399,0.043586547,0.044518286,0.044052416,0.04692528,0.047374511,0.04879985,0.052604453,0.056736274,0.05788431,0.060280211,0.064883447,0.067811771,0.072778694,0.084492651,0.084574903,0.085925449,0.083564119,0.085815723,0.087277175,0.08970076,0.091517858,0.092025921,0.093619097,0.093337965,0.094944457,0.097887136,0.098887554,0.100633004,0.100838938,0.102961576,0.103469784,0.103217181,0.102855063,0.101778695,0.101770156,0.101393145,0.101873066,0.104811641,0.106902831,0.110366623,0.112621131,0.11367182,0.115344096,0.086538454,0.096952836
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - LGVs - rural driving,Brake wear,kilotonne,0.006432223,0.006724597,0.00701697,0.007309344,0.007222139,0.007174573,0.007198356,0.007245923,0.007341055,0.007198356,0.007555103,0.007697802,0.007515465,0.007927705,0.008268597,0.008561922,0.008894885,0.009616306,0.010496282,0.012934838,0.016277051,0.017183177,0.017129619,0.017304633,0.018027723,0.018411457,0.019313274,0.020370386,0.021604685,0.0218955,0.022175326,0.022903019,0.023680644,0.024765904,0.025680407,0.026538897,0.027670554,0.029644204,0.029790108,0.029251762,0.029590449,0.029361321,0.030107507,0.030492571,0.032375136,0.034108297,0.037017027,0.038154623,0.038772589,0.039506303,0.035407371,0.039892814
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - LGVs - rural driving,Tyre wear,kilotonne,0.007900189,0.008259288,0.008618388,0.008977487,0.008870381,0.008811959,0.00884117,0.008899592,0.009016435,0.00884117,0.009279333,0.009454599,0.009230649,0.009736971,0.010155661,0.010515929,0.010924882,0.011810946,0.01289175,0.015886834,0.016129683,0.017027604,0.016974531,0.017149045,0.017866057,0.018246663,0.019140756,0.02018914,0.021413123,0.021701695,0.02197709,0.022696758,0.023462936,0.024536957,0.025442548,0.026293609,0.027414308,0.029370856,0.029512742,0.028978637,0.029318467,0.02909139,0.029830329,0.030211073,0.032076679,0.033793495,0.036679606,0.037800263,0.038410433,0.039138067,0.035072132,0.039517765
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - buses and coaches - rural driving,Brake wear,kilotonne,0.002351689,0.002351689,0.002351689,0.002328405,0.002397566,0.002420619,0.002420619,0.002328405,0.002397566,0.002374512,0.002420619,0.002351459,0.002328405,0.002397566,0.002466727,0.002420619,0.00248978,0.002812529,0.002996957,0.003268858,0.004970737,0.00450508,0.004134173,0.004203267,0.004154986,0.00437693,0.004475831,0.004566048,0.004504193,0.00476414,0.004816889,0.004805262,0.005099335,0.005089755,0.004650125,0.00441671,0.004630949,0.004913837,0.004662423,0.004695447,0.004622241,0.004230263,0.004196541,0.004224712,0.004305592,0.004104749,0.003805456,0.003848741,0.003659762,0.003537985,0.002597651,0.002940589
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - buses and coaches - rural driving,Tyre wear,kilotonne,0.001448321,0.001448321,0.001448321,0.001433981,0.001476575,0.001490773,0.001490773,0.001433981,0.001476575,0.001462377,0.001490773,0.001448179,0.001433981,0.001476575,0.001519169,0.001490773,0.001533366,0.001732136,0.001845719,0.002013172,0.0041184,0.00373259,0.003425282,0.00348252,0.003442469,0.003626453,0.003708516,0.003783082,0.00373146,0.003946519,0.003990123,0.00398096,0.00422541,0.004217519,0.003852051,0.003658436,0.003836149,0.004071725,0.003864281,0.003892198,0.003832801,0.003507716,0.003480244,0.003503932,0.003570677,0.003404715,0.003155957,0.003189255,0.003032046,0.002930779,0.002151041,0.002433777
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - HGV articulated - rural driving,Brake wear,kilotonne,0.003725794,0.003848623,0.003930508,0.00409428,0.004325007,0.00416214,0.004320483,0.004682408,0.005180055,0.005632462,0.005677703,0.005677703,0.006017007,0.006107489,0.006401553,0.006469414,0.006786099,0.007464708,0.0082338,0.00964738,0.012053524,0.012334901,0.012249101,0.012061632,0.012520179,0.013024311,0.013428295,0.013832136,0.014336166,0.014399807,0.014303853,0.014293916,0.014642129,0.014741738,0.014919565,0.014866253,0.015295806,0.015759228,0.015553637,0.014191448,0.01412113,0.013816788,0.01369174,0.013816009,0.014072193,0.01472118,0.01512442,0.015837574,0.016261611,0.016462027,0.015504147,0.016977757
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - HGV articulated - rural driving,Tyre wear,kilotonne,0.005025519,0.005191195,0.005301646,0.005522548,0.005833763,0.005614082,0.005827661,0.006315842,0.006987091,0.007597317,0.00765834,0.00765834,0.00811601,0.008238055,0.008634702,0.008726236,0.009153394,0.010068734,0.011106118,0.013012819,0.013746857,0.014067763,0.01396991,0.013752745,0.014275793,0.014850976,0.015311721,0.015772095,0.016346476,0.016416627,0.016528493,0.016515316,0.017166378,0.017273512,0.017488538,0.017424655,0.017931007,0.018474064,0.018233151,0.016630991,0.016555243,0.016201963,0.016055507,0.016203068,0.016503931,0.017264479,0.017737329,0.018572099,0.01906768,0.019303033,0.018178175,0.019906379
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - HGV rigid - rural driving,Brake wear,kilotonne,0.01865714,0.019272211,0.019682258,0.020502352,0.019002751,0.01860442,0.019471376,0.018206088,0.018651282,0.018909026,0.018487264,0.01785462,0.017432857,0.017878051,0.018393538,0.018674714,0.019119907,0.019893139,0.020432058,0.0160627,0.020953422,0.020797603,0.02037502,0.019560226,0.019815928,0.020168918,0.020133011,0.020339108,0.020937375,0.021308425,0.021342703,0.021074426,0.021724019,0.022161114,0.02226508,0.022272607,0.022231795,0.022597607,0.021775665,0.020061136,0.019843951,0.019118522,0.018483701,0.018398915,0.018466144,0.019040019,0.019321623,0.019087424,0.018520607,0.018187773,0.016377612,0.017490648
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - HGV rigid - rural driving,Tyre wear,kilotonne,0.011634091,0.012017632,0.012273327,0.012784715,0.011849605,0.011601216,0.012141827,0.011352827,0.011630438,0.01179116,0.011528161,0.011133661,0.010870661,0.011148272,0.011469716,0.011645049,0.01192266,0.012404827,0.012740882,0.010016268,0.010543364,0.010464959,0.010252323,0.009843374,0.009971987,0.010149492,0.01013189,0.010235321,0.010535969,0.010721678,0.010784547,0.01069384,0.011068855,0.011289308,0.011344501,0.011348244,0.011327421,0.011514325,0.011096921,0.010222515,0.010112064,0.009742508,0.009418913,0.009375899,0.009409859,0.009701733,0.009845107,0.009722778,0.009434704,0.009264706,0.008340742,0.008907292
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - motorcycle (>50cc  2st) - rural driving,Brake wear,kilotonne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - motorcycle (>50cc  2st) - rural driving,Tyre wear,kilotonne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - motorcycle (>50cc  4st) - rural driving,Brake wear,kilotonne,0.000325113,0.000318861,0.000296978,0.000312609,0.000380078,0.000461042,0.000636462,0.000571242,0.000559997,0.000593732,0.000721924,0.000881602,0.000942324,0.000836622,0.000762405,0.00070843,0.000683691,0.000622968,0.00055325,0.000539631,0.000595252,0.000635053,0.000536048,0.000475522,0.00048175,0.000482907,0.000474299,0.000494246,0.000510071,0.000571746,0.000580419,0.000591266,0.000632474,0.000652274,0.000620451,0.000637578,0.000620565,0.000619677,0.000623891,0.000618274,0.000541028,0.000583291,0.000508393,0.000552966,0.000574759,0.000562331,0.000535765,0.000535674,0.000550083,0.000538118,0.000437645,0.000474962
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - motorcycle (>50cc  4st) - rural driving,Tyre wear,kilotonne,0.000339089,0.000332568,0.000309745,0.000326047,0.000396417,0.000480861,0.000663822,0.000595798,0.00058407,0.000619255,0.000752957,0.000919499,0.000982832,0.000872586,0.000795179,0.000738883,0.000713081,0.000649748,0.000577033,0.000562828,0.000505768,0.000539586,0.000455465,0.000404038,0.000409318,0.000410295,0.000402983,0.000419907,0.000433333,0.000485761,0.000493162,0.000502369,0.000537534,0.000554414,0.00052741,0.000541898,0.000527498,0.000526829,0.000530439,0.000525703,0.000460069,0.000495929,0.000432269,0.000470185,0.00048874,0.000478182,0.000455542,0.00045551,0.000467894,0.000457684,0.000372181,0.000403794
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - cars - urban driving,Brake wear,kilotonne,0.0750014,0.080423188,0.085844976,0.090363133,0.084991368,0.085038738,0.087407241,0.091708443,0.096398079,0.096274917,0.102830934,0.106203682,0.110504884,0.106601591,0.108458497,0.111310175,0.11816936,0.12300442,0.134625432,0.146839431,0.14539135,0.145484194,0.145651198,0.149359318,0.150739632,0.152334686,0.154051933,0.154412297,0.155952002,0.158817874,0.158077944,0.158492411,0.160888503,0.158741969,0.157378436,0.155640544,0.155422451,0.155376732,0.152750699,0.152004459,0.14823796,0.149030833,0.148912831,0.148474624,0.151132631,0.151835484,0.152467595,0.153265969,0.153407623,0.155007103,0.122444612,0.135843325
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - cars - urban driving,Tyre wear,kilotonne,0.055331035,0.059330868,0.063330702,0.066663897,0.062700967,0.062735913,0.064483237,0.067656377,0.071116078,0.071025217,0.075861809,0.078349999,0.081523138,0.078643549,0.080013451,0.082117229,0.087177478,0.090744789,0.099318147,0.10832919,0.104224844,0.104290555,0.104413128,0.107068113,0.10805769,0.10920095,0.110432172,0.110690654,0.111794632,0.113850055,0.113321405,0.113619274,0.115337181,0.113798528,0.112822477,0.111576828,0.111420583,0.111388623,0.109507486,0.108971616,0.106272266,0.106839707,0.1067564,0.106438779,0.108348633,0.108857072,0.109315574,0.109884527,0.109986869,0.111129398,0.087787188,0.097394603
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - LGVs - urban driving,Brake wear,kilotonne,0.014758858,0.015429716,0.016100573,0.01677143,0.017190328,0.01677143,0.017174813,0.017454078,0.017888491,0.017779888,0.018167756,0.018276359,0.018229815,0.017050695,0.017888491,0.018059153,0.019083126,0.020184672,0.022573942,0.027876596,0.025894498,0.027221015,0.026391739,0.02580732,0.026768102,0.02716108,0.02739608,0.028412792,0.02925755,0.030094683,0.030150529,0.030361168,0.031128493,0.033005992,0.034282419,0.034924611,0.035970623,0.0368748,0.036717847,0.035575452,0.036072803,0.036599381,0.036809862,0.037102891,0.039357098,0.040433887,0.04189334,0.042325505,0.04225452,0.041987779,0.038513108,0.041508396
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - LGVs - urban driving,Tyre wear,kilotonne,0.011023257,0.011524314,0.012025372,0.012526429,0.0128393,0.012526429,0.012827712,0.013036293,0.013360752,0.013279637,0.013569332,0.013650447,0.013615683,0.01273501,0.013360752,0.013488218,0.014253013,0.015075748,0.016860272,0.020820776,0.018793528,0.019756359,0.01915403,0.018729419,0.019426692,0.019711845,0.019882723,0.020620692,0.02123384,0.021841484,0.021882242,0.022035267,0.022592437,0.023955966,0.024883743,0.025349146,0.026108493,0.02676365,0.026650465,0.025821119,0.026182267,0.026563988,0.026717174,0.026928804,0.028567015,0.029350895,0.030411142,0.030721946,0.03066974,0.030474416,0.027951826,0.030125736
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - buses and coaches - urban driving,Brake wear,kilotonne,0.010167164,0.010167164,0.010167164,0.010066499,0.008972314,0.008622175,0.008928547,0.008622175,0.008841012,0.008928547,0.009760127,0.00971636,0.009803895,0.010241569,0.010504173,0.00971636,0.009672593,0.010547941,0.011248218,0.011377605,0.010280061,0.011873405,0.011510678,0.011749208,0.011815405,0.012613446,0.012896061,0.013285298,0.013557101,0.013701977,0.013026073,0.013011868,0.012814345,0.013584842,0.013337543,0.013387948,0.013482243,0.014011422,0.012955817,0.012837498,0.013060656,0.012154171,0.01251996,0.011954262,0.011957088,0.01144635,0.011227526,0.01062244,0.01015388,0.009837159,0.007027051,0.007757595
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - buses and coaches - urban driving,Tyre wear,kilotonne,0.004032815,0.004032815,0.004032815,0.003992886,0.003558877,0.003419994,0.003541517,0.003419994,0.003506796,0.003541517,0.003871364,0.003854003,0.003888724,0.004062328,0.00416649,0.003854003,0.003836643,0.004183851,0.004461617,0.004512938,0.006656978,0.007688731,0.007453841,0.00760847,0.007651495,0.008168464,0.008351461,0.008603511,0.008779514,0.008873306,0.008435605,0.008426396,0.00829845,0.008797378,0.008637297,0.008669973,0.008731048,0.00907401,0.008390431,0.008313492,0.008457998,0.007871028,0.008108104,0.007741375,0.007743505,0.007412918,0.007271288,0.006879093,0.006575589,0.006370263,0.004550498,0.00502356
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - HGV articulated - urban driving,Brake wear,kilotonne,0.002901597,0.002997254,0.003061026,0.003188568,0.003188568,0.003231657,0.003274746,0.003102391,0.003360923,0.003619456,0.003447101,0.003231657,0.003102391,0.003274746,0.003188568,0.003274746,0.003274746,0.003447101,0.004050344,0.005211387,0.004931079,0.004839524,0.004279019,0.004667956,0.004847628,0.004915256,0.004976649,0.005036544,0.005000645,0.00488307,0.004693376,0.004538719,0.004591577,0.004718351,0.004753623,0.004529859,0.004418382,0.004209517,0.004028157,0.0037271,0.003617053,0.003646275,0.003494751,0.003486484,0.003574327,0.003709123,0.003839311,0.004071837,0.004256585,0.004337458,0.004022885,0.004302614
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - HGV articulated - urban driving,Tyre wear,kilotonne,0.002481131,0.002562926,0.002617457,0.002726517,0.002726517,0.002763362,0.002800207,0.002652828,0.002873897,0.003094966,0.002947586,0.002763362,0.002652827,0.002800207,0.002726517,0.002800207,0.002800207,0.002947586,0.003463414,0.004456212,0.004099134,0.004023201,0.003556999,0.003879895,0.004029208,0.004085389,0.004136679,0.004186569,0.004156797,0.004059201,0.004031093,0.003906217,0.004062528,0.004175321,0.004207766,0.00400946,0.003911036,0.00372562,0.003565816,0.003299216,0.003202069,0.003227613,0.003093984,0.003085678,0.003164667,0.003284679,0.003399936,0.003603988,0.003766873,0.003837565,0.003558882,0.003806172
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - HGV rigid - urban driving,Brake wear,kilotonne,0.02315966,0.023923166,0.024432169,0.025450176,0.025450176,0.025365483,0.026254757,0.025746601,0.026297104,0.026000679,0.025958333,0.024391517,0.022443583,0.022020119,0.022528276,0.022612969,0.023332857,0.023841014,0.026043025,0.020767241,0.019426491,0.019114452,0.018902315,0.016653383,0.016257718,0.015871156,0.016333117,0.015970326,0.016322857,0.016214656,0.016622266,0.016579336,0.016659671,0.017375355,0.01732702,0.017046218,0.016525722,0.015779051,0.015482037,0.014172101,0.013846213,0.013441925,0.013017596,0.012673406,0.013023565,0.012686652,0.011967113,0.011227526,0.010881834,0.010626237,0.010161046,0.010928954
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - HGV rigid - urban driving,Tyre wear,kilotonne,0.009408777,0.009718956,0.009925743,0.010339315,0.010339315,0.010304908,0.010666182,0.01045974,0.010683386,0.010562961,0.010545757,0.009909227,0.009117865,0.00894583,0.009152272,0.009186679,0.009479139,0.009685581,0.010580164,0.008436839,0.007672304,0.007549548,0.007464616,0.006575468,0.006419304,0.006266664,0.006450015,0.006307154,0.006446658,0.006404428,0.006537468,0.006521057,0.006496574,0.006778778,0.00676497,0.006653628,0.006451833,0.006157526,0.006044806,0.005533138,0.005406889,0.005247991,0.005084464,0.004945998,0.005088224,0.004960991,0.004682223,0.004386772,0.004249914,0.004146032,0.003962395,0.004261412
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - mopeds (<50cc 2st) - urban driving,Brake wear,kilotonne,0.000206285,0.000203727,0.000192658,0.000208993,0.000214163,0.000261784,0.000309707,0.000326925,0.000325437,0.000337483,0.000406899,0.000447735,0.000447256,0.00040207,0.000416825,0.000369793,0.000354116,0.000341786,0.000308621,0.000300538,0.000313832,0.000285186,0.000233186,0.000183733,0.000181327,0.00016273,0.000148442,0.000140519,0.000141425,0.000156446,0.000178486,0.000198478,0.000198258,0.000224595,0.000190544,0.000192184,0.000167599,0.000179925,0.000146395,0.000141611,0.000125975,0.00011934,0.000104248,9.31164826989934e-05,8.7397734648997e-05,7.96263886218884e-05,6.62515289618933e-05,6.87094985322583e-05,6.03594554512393e-05,5.58876296351457e-05,4.63252817090739e-05,5.3620736684009e-05
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - mopeds (<50cc 2st) - urban driving,Tyre wear,kilotonne,0.000130838,0.000129216,0.000122195,0.000132556,0.000135835,0.00016604,0.000196435,0.000207356,0.000206412,0.000214052,0.00025808,0.000283981,0.000283677,0.000255017,0.000264376,0.000234546,0.000224602,0.000216782,0.000195746,0.000190619,0.000193487,0.000175922,0.00014388,0.000113347,0.000111856,0.000100394,9.15775547304893e-05,8.66784028493809e-05,8.72316782078363e-05,9.65036433958086e-05,0.000110113,0.000122451,0.000122345,0.000138566,0.000117571,0.00011858,0.000103395,0.000110981,9.02910101716748e-05,8.73366633423216e-05,7.76927313704155e-05,7.35913340592355e-05,6.42860579561737e-05,5.74149623535122e-05,5.38891544936764e-05,4.90975097101673e-05,4.08522375135837e-05,4.23629179613942e-05,3.72129417556714e-05,3.44522963684647e-05,2.85562372001566e-05,3.30505271852894e-05
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - motorcycle (>50cc  2st) - urban driving,Brake wear,kilotonne,3.31608048e-05,3.2533981248e-05,3.0433048256e-05,3.231421504e-05,3.2598169856e-05,3.8667962176e-05,4.5073077952e-05,4.732703296e-05,4.6992910208e-05,4.8291343104e-05,5.788687424e-05,6.4122840256e-05,6.4793613312e-05,5.8247454528e-05,6.0384973952e-05,5.357162816e-05,5.1300508224e-05,4.9514257792e-05,4.47096384e-05,4.3538596928e-05,4.56919306260815e-05,4.18526850321631e-05,3.43907285887845e-05,2.70661168474144e-05,2.67147844507009e-05,2.49792987027631e-05,2.32700199007716e-05,2.1302149486733e-05,2.03264108548789e-05,2.04604066883947e-05,2.11962900132087e-05,2.3212449660951e-05,2.37921734408071e-05,2.65488369845331e-05,2.32344476094779e-05,2.51108853291142e-05,2.39756796977523e-05,2.80734919111235e-05,2.45288223507843e-05,2.56482568434032e-05,2.44131962201296e-05,2.49462051902311e-05,2.38171658827536e-05,2.35966525342977e-05,2.4770197747786e-05,2.55351240308462e-05,2.75956627255637e-05,2.64113634930843e-05,2.5012764588854e-05,2.44737595274585e-05,2.16223829382351e-05,2.71881023331294e-05
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - motorcycle (>50cc  2st) - urban driving,Tyre wear,kilotonne,2.10326067295774e-05,2.0635036968e-05,1.93024970114929e-05,2.04956478230986e-05,2.06757493016338e-05,2.45255821258591e-05,2.85880975559436e-05,3.0017693416338e-05,2.98057723702535e-05,3.0629317776676e-05,3.67153893892957e-05,4.06706197157183e-05,4.10960649356619e-05,3.6944091419831e-05,3.82998367249577e-05,3.39783968980281e-05,3.25379139924507e-05,3.14049649255211e-05,2.83575820056338e-05,2.76148360170141e-05,2.82045372298401e-05,2.58991680295533e-05,2.13122669724986e-05,1.67654852641109e-05,1.65473664764713e-05,1.54806766022954e-05,1.44202158080448e-05,1.3192851862436e-05,1.25830196347576e-05,1.26693709454438e-05,1.31307203275382e-05,1.43799914741858e-05,1.47553257058886e-05,1.63795643504772e-05,1.43363065329622e-05,1.54936605771544e-05,1.47908314479102e-05,1.73154627092293e-05,1.51276222355739e-05,1.58170350614023e-05,1.50550816345617e-05,1.53818148552004e-05,1.46857405369107e-05,1.45480741954636e-05,1.52713429332399e-05,1.57424733758902e-05,1.70119653120264e-05,1.62813002141878e-05,1.54186116087659e-05,1.50853968644064e-05,1.33274516938879e-05,1.67571074832342e-05
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - motorcycle (>50cc  4st) - urban driving,Brake wear,kilotonne,0.000994337,0.000973794,0.000903922,0.000945022,0.000944332,0.001100273,0.001265107,0.001321865,0.001309394,0.001334164,0.001588659,0.001765513,0.001798671,0.00161695,0.001676287,0.001487149,0.001424102,0.001374516,0.00124114,0.001208632,0.001261144,0.001144832,0.000935933,0.000737977,0.000728667,0.000739979,0.00076887,0.000823888,0.000857596,0.000909076,0.000922653,0.000991692,0.001055081,0.001245747,0.001108721,0.00120241,0.001130204,0.001297239,0.001098059,0.001154318,0.001056746,0.00102883,0.000935882,0.00090937,0.000953621,0.000982699,0.001056572,0.001042226,0.001003613,0.000995169,0.000843445,0.001056621
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - motorcycle (>50cc  4st) - urban driving,Tyre wear,kilotonne,0.000630669,0.00061764,0.000573322,0.000599391,0.000598953,0.000697861,0.000802408,0.000838407,0.000830497,0.000846208,0.001007625,0.001119796,0.001140827,0.001025568,0.001063204,0.00094324,0.000903253,0.000871802,0.000787207,0.000766588,0.000777367,0.000705877,0.000577194,0.000455113,0.000449399,0.000456409,0.000474221,0.000508121,0.000528889,0.000560676,0.000569106,0.000611714,0.000650956,0.000768576,0.000684112,0.000741899,0.000697269,0.000800222,0.000677325,0.000711995,0.000651835,0.000634538,0.000577251,0.000560804,0.000588085,0.000605995,0.000651501,0.000642609,0.000618763,0.000613493,0.000519946,0.000651292
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - cars - motorway driving,Brake wear,kilotonne,0.001198974,0.001285647,0.00137232,0.001444547,0.001609199,0.001738725,0.001916549,0.002048271,0.002222802,0.0022239,0.002397333,0.002407212,0.002491734,0.002619064,0.00299008,0.003139365,0.003405003,0.004151426,0.004509269,0.004952441,0.010151283,0.010015037,0.010153482,0.010296071,0.010665577,0.011098336,0.011729414,0.012264757,0.012801159,0.013157404,0.013199849,0.013629564,0.01395526,0.013964341,0.014402532,0.014449583,0.014728435,0.014844129,0.014847805,0.014954323,0.014680738,0.014905817,0.015019417,0.015146451,0.015387006,0.015659969,0.015863524,0.015980927,0.015990647,0.01633395,0.011084417,0.012777005
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - cars - motorway driving,Tyre wear,kilotonne,0.00503343,0.005397293,0.005761155,0.006064374,0.006755602,0.007299368,0.008045894,0.008598877,0.009331579,0.009336187,0.01006428,0.010105754,0.010460584,0.010995134,0.012552701,0.013179415,0.014294596,0.017428163,0.018930432,0.020790916,0.023935111,0.023613271,0.023938902,0.024273951,0.025143509,0.026162332,0.027649424,0.028911181,0.030175622,0.03101439,0.031114482,0.032126995,0.032893479,0.032915498,0.033949384,0.034060033,0.034717905,0.03499101,0.035000506,0.03525205,0.034606521,0.035137282,0.035406813,0.035706845,0.036274266,0.036917771,0.037398428,0.037675457,0.037699659,0.03850966,0.026131385,0.030119699
PM0.1 (Particulate Matter < 0.1&micro;m),1A3bvi,Road transport - LGVs - motorway driving,Brake wear,kilotonne,0.000201001,0.000210137,0.000219274,0.00022841,0.000249657,0.000263822,0.000292152,0.000302776,0.000320482,0.000325794,0.000338188,0.000332877,0.000348812,0.000384225,0.000446196,0.000481609,0.000525874,0.000681689,0.000756055,0.000959001,0.002578503,0.002555444,0.002620023,0.002900162,0.003050751,0.003274796,0.003526217,0.003776614,0.003941542,0.003925337,0.004056984,0.004202088,0.004277801,0.004443349,0.004778595,0.004921412,0.005246155,0.005428013,0.005316151,0.005264689,0.005208202,0.005408567,0.005665538,0.00594971,0.006239051,0.006571185,0.006900364,0.007209904,0.007372102,0.007607897,0.007026927,0.008194991
